chu_lemma|orv_lemma|pos|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched
вѣсть|вѣсть|Nb|věstь|||||||fem_i|2|||news, tidings, knowledge of what went on|||||orv
тѫдоу||Df|tǫdu||||||||0||||||||
слѣпьць|слѣпьць|Nb|slěpьkь||slěpьkъ|slěpьcь||||masc_o_PV3|2||||||||orv
зъвати|зъвати|V-|zъvati|||||||51_abl|1||||||||orv
давꙑдовъ||A-|davydovъ|||||||adj_hard|2|25|W||||Δαυὶδ||
блюсти|блюсти|V-|bĺusti|bjusti||||bjud|bjud|11|1|||watch, look out for; observe; see to it that, make sure;; (with sę) pay attention, be on alert|||||orv
нѣмъ|нѣмыи|A-|němъ|||||||adj_hard|2|||dumb (unable to speak)|||||orv
проглаголати|проглаголати|V-|progolgolati|||||||52|1|||start speaking|||||orv
проходити|проходити|V-|proxoditi|||||||40|1||||||||orv
вьсь|вьсь|Nb|vьsь|||||||fem_i|2|||village|||||orv
цѣлити|цѣлити|V-|kěliti|||cěliti||||40|1||||||||orv
ѩѕа||Nb|jęga|||jęʒa||||fem_a_PV3|2||||||||
милосрьдовати||V-|milosŕ̥dovati|||||||61|1|||take pity on, soften in one's heart about|||||
съмѧсти|съмясти|V-|sъmęsti|||||sъmęt|sъmęt|11|1|||to exhaust, weary, tire out|||||orv
отъврѣщи|отъверечи|V-|otъverћi|||||otъvŕ̥g|otъverg|14|1||||||||orv
овьца|овьца|Nb|ovьka|||ovьca||||fem_a_PV3|2||||||||orv
пастꙑрь|пастырь|Nb|pastyŕь|pastyrjь||||||masc_jo|2||||||||orv
жѧтва|жатва|Nb|žętva|||||||fem_a|2|||harvest|||||orv
господинъ|господинъ|Nb|gospodinъ|||||||masc_o|2||||||||orv
извести||V-|jьzvesti|||||jьzved|jьzved|11|1||||||||
оба|оба|Ma|oba|||||||pron_hard|2||||||||orv
нечистъ|нечистыи|A-|nečistъ|||||||adj_hard|2||||||||orv
симонъ|симонъ|Ne|simonъ|||||||masc_o|2|25|||||Σίμωνα||orv
аньдрѣꙗ||Ne|anьdrějǢ||||anьdrejǢ|||masc_ja|2|25|W||||Ἀνδρέαν||
филипъ|филипъ|Ne|filipъ|||||||masc_o|2|2|W||||Φίλιππος ||orv
вартоломеи||Ne|varъtolomějь|||||||masc_jo_foreign|2|25|W||The dict. doesn't include a jer between /r/ and /m/ but aus lautgesetzlichen Gründen (offene Silben) I'm putting a back-jer in the reconstruction||Βαρθολομαῖος||
ѳома||Ne|toma|||||||masc_a|2|25|W||||Θωμᾶς||
альфеовъ||A-|alъfejovъ|||||||adj_hard|2|25|W||||Ἁλφαίου||
келевеи||Ne|ḱelevejь|||||||masc_jo|2|25|W||this is a misreading of Gk. καὶ Λεββαῖος as a self-standing name beginning with 'k' and attempted to be rendered in Slavic||||
тадеи||Ne|tadejь|||||||masc_jo_foreign|2|25|W||||Θαδδαῖος||
кананѣи||Nb|kananějь|||||||masc_jo_foreign|2|25|W||||Καναναῖος||
юда|июда|Ne|ijuda|||||||masc_a|2|25|W||||Ἰούδας||orv
искариотьскъ||A-|iskarijotьskъ|||||||adj_hard|2|25|W||||Ἰσκαριώτης||
заповѣдати|заповѣдати|V-|zapovědati|||||||54|1|||order, command, instruct|||||orv
самарѣнинъ||Nb|samarěninъ|||||||masc_anin|2|25||of the Samaritans|it's very difficult to tell with foreign words ending on /r, l, n/ whether the 'citizen' suffix is *-jǢninъ or *-ěninъ; Russian славянин must be a later assimilation of *slověninъ to a generalised *-aninъ suffix after the rise of /v'/, because there's no epenthetic /ĺ/, so *-ěninъ must have been the base suffix which became *-Ǣninъ when a /j/ intervened, as in *gorђǢninъ etc.||Σαμαριτος||
погꙑбнѫти|погыбнути|V-|pogybnǫti|||||||21|1||||||||orv
издраилѥвъ||A-|jizrajiĺevъ|jizrajiljevъ||||||adj_hard|2|25|W||||Ἰσραήλ||
приближити|приближити|V-|približiti|||||||40|1||||||||orv
въскрѣшати|въскрѣшати|V-|vъskrěšǢti|||||||54|1||||||||orv
очищати|очищати|V-|očišћǢti|očistjǢti||||||54|1||||||||orv
тоунѥ|туне|Df|tune||||||||0|||for free, freely, бесплатно, даром|dict. p.708 lists this word with a jotated -e, suggesting /tuńe/, but this spelling is only indirectly attested in Supr. (which has a palatalisation mark over the <н> but normal <e>), and Supr. could've had phonemically soft /n'/ before /e/. I can't find any etymological information on this word to check whether it is /tuńe/ or /tune/|1|||orv
злато|злато|Nb|zolto|||||||nt_o|2||||||||orv
сьребро|сьребро|Nb|sьrebro|||||||nt_o|2||||||||orv
мѣдь|мѣдь|Nb|mědь|||||||fem_i|2|||copper|||||orv
поꙗсъ|поясъ|Nb|pojǢsъ|||||||masc_o|2||||||||orv
мошьна||Nb|mošьna|||||||fem_a|2|||bag, pouch, knapsack|||||
сапогъ|сапогъ|Nb|sapogъ|||||||masc_o|2||||||||orv
жьзлъ|жьзлъ|Nb|žьzlъ|||||||masc_o|2|||stick, rod; sceptre, staff|||||orv
испꙑтати|испытати|V-|jьspytati|||||||54|1|||investigate, find out|||||orv
прѣбꙑти|перебыти|V-|perbyti|||||||pref_byti|1||||||||orv
отътрѧсти|отътрясти|V-|otъtręsti|||||otъtręs|otъtręs|11|1|||shake off|||||orv
прахъ|прахъ|Nb|porxъ|||||||masc_o|2||||||||orv
отърадьнѣѥ||Df|otъradьněje||||||||0|||more bearable, easier|||||
содомьскъ|содомьскыи|A-|sodomьskъ|||||||adj_hard|2|25|||||Σοδόμων||orv
гоморьскъ||A-|gomorьskъ|||||||adj_hard|2|25|||||Γομόρρων||
сѫдьнъ|судьныи|A-|sǫdьnъ|||||||adj_hard|2|||judgement, of judgement, dooms-|||||orv
сълати|сълати|V-|sъlati|||||||52|1||||||||orv
срѣда#2|середа|Nb|serda|||||||fem_a|2||||||||orv
цѣлъ|цѣлыи|A-|kělъ|||cělъ||||adj_hard|2|||untouched, unharmed, hale|||||orv
голѫбь|голубь|Nb|golǫbь|||||||masc_i|2|||dove, pigeon|||||orv
съньмъ|съньмъ|Nb|sъnьmъ|||||||masc_o|2|||council, Sanhedrin|||||orv
оубити|убити|V-|ubiti|||||ubi|ubьj|17|1||||||||orv
вести#1||V-|vesti|||||ved|ved|11|1||||||||
възглаголати|възглаголати|V-|vъzgolgolati|||||||52|1|||start talking|||||orv
съмрьть|съмьрть|Nb|sъmŕ̥tь|||||||fem_i|2||||||||orv
родитель|родитель|Nb|roditeĺь|roditeljь||||||masc_tel|2||||||||orv
прѣтрьпѣти|прѣтьрпѣти|V-|pertŕ̥pěti|||||||31|1|||endure, undergo, suffer through|||||orv
коньць|коньць|Nb|konьkь||konьkъ|konьcь||||masc_o_PV3|2||||||||orv
гонити|гонити|V-|goniti|||||||40|1||||||||orv
бѣгати|бѣгати|V-|běgati|||||||54|1||||||||orv
исконьчати|исконьчати|V-|jьskonьčǢti|||||||54|1|||(refl.) be finished, be completed|||||orv
вельзѣволъ||Ne|velьzěvolъ||||velьʒěvolъ|||masc_o|2|25|W||Marianus has spellings with <ⰷ>||Βεελζεβοὺλ||
домащьнь|домашьнии|A-|domašьńь|domašьnjь||||||adj_soft|2||||I can't explain the variants with /št/, apart from a guess that the dental articulation of the /ń/ has infected the /š/, cf. Eng. 'prince' [prinʔs] (as the weak jer is fallen), Mar. вѣщьнии, кромѣштьнѭѭ҄||||orv
оубоꙗти|убояти|V-|ubojǢti|||||||31|1||||||||orv
покрꙑти|покрыти|V-|pokryti|||||||18|1||||||||orv
отъкрꙑти|отъкрыти|V-|otъkryti|||||||18|1||||||||orv
таинъ|таиныи|A-|tajьnъ|||||||adj_hard|2||||||||orv
оухо|ухо|Nb|uxo|||||||oko|2||||||||orv
проповѣдѣти|проповѣдѣти|V-|propověděti|||||||wote|1||||||||orv
оубивати|оубивати|V-|ubivati|||||||54|1||||||||orv
боꙗти|бояти|V-|bojǢti|||||||31|1||||||||orv
погоубити|погубити|V-|pogubiti|||||||40|1||||||||orv
сарии||Nb|asъsarijь|||||||masc_jo|2|23|W|a copper coin|||ἀσσάριον < assarius||
вѣнити||V-|věniti|||||||40|1|||sell|||||
ищисти||V-|jьščisti|||||||ьt|1|||count up, number|||||
мечь|мечь|Nb|mečь||||mьčь|||masc_jo|2|1|||Must have been borrowed before the onset of PV2,3 for Gmc. /ki/ to become /č/ instead of /c/ (unless you take the outlandish view that it was borrowed from Old English or Old Frisian)||Gmc. mē1k-i-jaz (OE mēċe, OSaxon māki, Gothic mēkeis)||orv
разлѫчити|разлучити|V-|orzlǫčiti|||||||40|1|||separate|||||orv
мати|мати|Nb|mati|||||||fem_R|2||||||||orv
невѣста|невѣста|Nb|nevěsta|||||||fem_a|2|||bride; daughter-in-law|||||orv
свекрꙑ|свекры|Nb|svekry|||||||fem_uu|2|||mother-in-law|||||orv
крьстъ|крьстъ|Nb|krьstъ|||||||masc_o|2|12|||essja 13 p.76 says this was borrowed from the OHG '(или гот.?)' word for Christ (e.g. Otfrid 'Krist'). ||OHG Krist from Gk. Χριστός (probably via Latin Christos)||orv
пророчь||A-|proročь|||||||adj_soft|2|||prophet's|||||
правьдьничь||A-|pravьdьničь|||||||adj_soft|2|||righteous person's|||||
напоити|напоити|V-|napojiti|||||||40|1|||give to drink|||||orv
чаша|чаша|Nb|čǢšǢ|||||||fem_ja|2||||||||orv
съврьшити|съвьршити|V-|sъvŕ̥šiti|||||||40|1||||||||orv
иоанъ|иоанъ|Ne|ijoanъ|||||||masc_o|2|25|W||||Ἰωάννης||orv
ѫзилище||Nb|ǫzilišče|||||||nt_jo|2|||prison|||||
христ(ос)овъ|христ(ос)овъ|A-|xristosovъ|||||||adj_hard|2|2|||||Χριστὸς||orv
чаꙗти|чаяти|V-|čǢjǢti|||||||53|1|||expect, await, wait for, look out for|||||orv
слѣпъ|слѣпыи|A-|slěpъ|||||||adj_hard|2||||||||orv
прозирати|прозирати|V-|prozirati|||||||54|1|||see again|||||orv
хромъ|хромыи|A-|xromъ|||||||adj_hard|2|||lame|||||orv
глоухъ|глухыи|A-|gluxъ|||||||adj_hard|2||||||||orv
въстаꙗти|въстаяти|V-|vъstajǢti|||||||53|1||||||||orv
нищь|нищии|A-|nišћь|nistjь||||||adj_soft|2||||I reconstruct this with *šћ rather than *šč based purely on Derksen 2008 p.353's citation of Meillet's view that this is a '*-ti̯o derivative of *nis, cf. Sanskrit níṣṭya-'. Derksen himself gives *niščь, but this is because my *šč < *sk+FV and *šћ develop identically in Slavic, so he has no need to separate them for his Late Common Slavonic stage; I keep them separate here for maximum clarity.||||orv
благовѣстовати|благовѣстовати|V-|bolgověstovati|||||||61|1|||evangelise, tell the good news to|||||orv
съблазнити|съблазнити|V-|sъblazniti|||||||40|1||||||||orv
поустꙑни|пустыни|Nb|pustyńi|pustynji||||||fem_ji|2||||||||orv
трьсть|тръсть|Nb|trъstь||||trьstь|||fem_i|2|||reed|Derksen p.499 lists only *trъstь, and of the descendants he lists only one dialectal form, Russian тресть, that indicates a front-jer; dict. p.705 lists only one occurence of this root which points to *trьstь (трест- in the Euchologium Sinaiticum), and in Zogr. and Mar. the /r/ has almost certainly turned into /r̥/ with no trace of palatalisation to give an indication of the nature of the original jer, so the fact that the spelling трьсть is predominant means nothing. I will therefore reconstruct *trъstь, but I'll give *trьstь as a possible doublet for now (Pol. trzcina and Cz. třtina also point to *trь-, but for Czech at least we need to explain where the /s/ has gone) ||||orv
колѣбати|колѣбати|V-|kolěbati|||||||52|1|||rock, sway|||||orv
мѧкъкъ||A-|mękъkъ|||||||adj_hard|2|||soft, delicate|||||
цѣсарь||A-|kěsaŕь|kěsarjь||cěsaŕь||||adj_soft|2|13|||||Goth. kaisar < Latin caesar||
оуготовити|уготовити|V-|ugotoviti|||||||40|1||||||||orv
родити|родити|V-|roditi|||||||40|1||||||||orv
крьститель|крьститель|Nb|krьstiteĺь|krьstiteljь||||||masc_tel|2|12|||essja 13 p.76 says this was borrowed from the OHG '(или гот.?)' word for Christ (e.g. Otfrid 'Krist'). ||OHG Krist from Gk. Χριστός (probably via Latin Christos)||orv
доселѣ|доселѣ|Df|doselě||||||||0|||до сих пор|||||orv
нѫдити|нудити|V-|nǫditi|||||||40|1|||(with ⱄⱔ) suffer violence, be taken over by force|see essja 26 p.35-7; it's thought that the nasal variant comes from some sort of PIE -n- infix (similar to сяду etc.), or is otherwise secondary. The Vernerised Germanic forms (OE nȳde <  niede < nead-i-, ON nauð-, NHG Not etc.), when they all still had the ON shape, would have been borrowed into ECS as *naud > ноуд- and heard identically, but Gothic nauþs is un-Vernerised and would have likely been borrowed as Slavic /naut/, and there are Baltic cognates which make it less likely that this is a Germanic loan.||||orv
нѫждьникъ|нужьникъ|Nb|nǫђьnikъ|nǫdjьnikъ||||||masc_o|2|||violent one, violator, rapist|||||orv
въсхꙑтати|въсхытати|V-|vъsxytati|||||||54|1|||kidnap|||||orv
прорещи|проречи|V-|proreћi|prorekti||||prorьk|prorek|11|1|||prophesise|||||orv
илиꙗ|илия|Ne|ilijǢ|||||||masc_ja|2|25|W||||Ἠλίας||orv
тръжище||Nb|tr̥žišče|||||||nt_jo|2|||market square|Den Danske Ordbog seems to think that Slavic *tr̥gъ (>Danish torv) is from Mongolian 'torok'  which means apparently 'silk'; essja doesn't have a volume with 't-' words out yet, and Derksen ignores this root, so whether or not this is a loanword is unclear||||
възглашати|възглашати|V-|vъzgolšǢti|||||||54|1||||||||orv
пискати||V-|piskati|||||||54|1||||||||
плѧсати|плясати|V-|plęsati|||||||52|1||||||||orv
рꙑдати|рыдати|V-|rydati|||||||54|1|||sob|||||orv
ꙗдьца||Nb|jǢdьka|||jǢdьca||||masc_a_PV3|2|||glutton|||||
винопиица||Nb|vinopьjika|||vinopьjica||||masc_a_PV3|2||||||||
оправьдити|оправьдити|V-|opravьditi|||||||40|1||||||||orv
прѣмѫдрость|прѣмудрость|Nb|permǫdrostь|||||||fem_i|2||||||||orv
поносити|поносити|V-|ponositi|||||||40|1||||||||orv
зане|зане|G-|zańe|zanje|||||||0|||because|||||orv
горѥ|горе|I-|goŕe|gorje|||||||0||||||||orv
хоразинъ||Ne|xorazinъ|||||||masc_o|2|25|W||||Χοραζίν||
видъсаида||Ne|vitъsajida|||||||fem_a|2|25|W||||Βηθσαϊδά||
тѵръ||Ne|türъ|||||||masc_o|2|25|W||||Τύρῳ||
сидонъ||Ne|sidonъ|||||||masc_o|2|25|||||Σιδῶν||
древлѥ|древле|Df|drevĺe|drevje|||||||0|||before, earlier, in the olden days, long ago|||||orv
врѣтище|врѣтище|Nb|vertišče|||||||nt_jo|2|||sackcloth, rags made of rough cloth|||||orv
попелъ|попелъ|Nb|popelъ||||pepelъ|||masc_o|2|||ash|||||orv
възнести|възнести|V-|vъznesti|||||vъznes|vъznes|11|1|||exalt, raise up|||||orv
адъ|адъ|Nb|adъ|||||||masc_o|2|2|||||ᾅδης||orv
занѥ|зане|Df|zańe|zanje|||||||0|||because|||||orv
содома|содомъ|Ne|sodomъ|||||||masc_o|2|25|||||Σοδόμοις||orv
дьньсьнь||A-|dьnьsьńь|dьnьsьnjь||||||adj_soft|2||||||||
оутаити|утаити|V-|utajiti|||||||40|1|||hide, conceal|||||orv
прѣмѫдръ|прѣмудрыи|A-|permǫdrъ|||||||adj_hard|2||||||||orv
разоумьнъ|разумьныи|A-|orzumьnъ|||||||adj_hard|2||||||||orv
младьньць|младьньць|Nb|moldьnьkь||moldьnьkъ|moldьnьcь||||masc_o_PV3|2|||baby, infant|||||orv
волити||V-|voliti|||||||40|1||||||||
обрѣменити|обрѣменити|V-|obermeniti|||||||40|1|||burden, aufbürden|||||orv
покоити|покоити|V-|pokojiti|||||||40|1|||give rest to, успокоя|||||orv
иго|иго|Nb|jьgo|||||||nt_o|2|||yoke|OE ġeoc < Gmc. *juk- makes this one of the few words where are reconstruction with *jь- is unassailable||||orv
кротъкъ|кротъкыи|A-|krotъkъ|||||||adj_hard|2|||meek|||||orv
съмѣрити|съмѣрити|V-|sъměriti|||||||40|1||||||||orv
покои|покои|Nb|pokojь|||||||masc_jo|2||||||||orv
брѣмѧ|брѣмя|Nb|bermę|||||||nt_N|2||||||||orv
льгъкъ|льгъкыи|A-|lьgъkъ|||||||adj_hard|2||||||||orv
сквозѣ|сквозѣ|R-|skvozě||||||||0|||through|||||orv
сѣꙗниѥ||Nb|sějǢnьje|||||||nt_jo|2|||crops ('sowings')|||||
възалъкати|възалъкати|V-|vъzolkati|||||||52|1||||||||orv
въстръгати|въстъргати|V-|vъstr̥gati|||||||54|1|||pluck, pick, harvest|||||orv
класъ|класъ|Nb|kolsъ|||||||masc_o|2|||ear (of wheat/corn etc.)|Ru. ко́лос ||||orv
сѫбота|субота|Nb|sǫbota|||||||fem_a|2|35|||||Vulgar Latin *sambatum (the nasal infix is unexplained but present also in French 'samedi') < Gk. σάββᾱτον < Hebrew šabbāṯ||orv
давꙑдъ|давыдъ|Ne|davydъ|||||||masc_o_u|2|25|W||||Δαυὶδ||orv
прѣдъложениѥ|прѣдъложение|Nb|perdъloženьje|||||||nt_jo|2||||||||orv
сънѣсти|сънѣсти|V-|sъněsti|||||||pref_eat|1||||||||orv
скврьнити||V-|skvŕ̥niti|||||||40|1|||profane, defile, dirty|||||
неповиньнъ|неповиньныи|A-|nepovinьnъ|||||||adj_hard|2||||||||orv
соухъ|сухыи|A-|suxъ|||||||adj_hard|2||||||||orv
овьчѧ|овьча|Nb|ovьčę|||||||nt_NT|2||||||||orv
въпасти|въпасти|V-|vъpasti|||||vъpad|vъpad|11|1||||||||orv
ꙗма||Nb|ama|||||||fem_a|2|||hole, burrow, pit|see essja 1 p.70; they admit that their etymology <*am- rather than < *ěm- is insecure (they adduce only one Gk. cognate as evidence), so care should be taken if using this form as evidence for jer prothesis of *a-||||
