chu_lemma|orv_lemma|pos|count|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched|chrabr|euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|bitflag
доньдеже||G-|15|dońьdeže|donjьdeže|||||||0|||until|||||0|chrabr||||psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|497
жидъ||Nb|15|||||||||99||||||||0|chrabr|||||supr_y_fixed||||33
ѥдъва||Df|15|jedъva||||||||0||||||||0|chrabr|||marianus||supr_y_fixed|vit-const||zogr_complete|361
любо||C-|15|ĺubo|ljubo|||||||0||||||||0||euch||marianus||supr_y_fixed|||zogr_complete|298
посрамити||V-|15|posormiti|||||posormi|posormĺ|40|1|||shame, disgrace, dishonour, defile|||||0||euch|||psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed||242
законьникъ||Nb|15|zakonьnikъ|||||||masc_o|2|||law-ward, clergyman, priest|||||0|||kiev-mis|marianus|||||zogr_complete|268
въсѫдъ||Nb|15|vъsǫdъ|||||||masc_o|2|1||communion|See Schaeken 1987:132-4||||0|||kiev-mis|||||vit-meth_4_removed||132
древльнь||A-|15|drevĺьńь|drevjьnjь||||||adj_soft|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
ланита||Nb|15|olnita|||||||fem_a|2|||cheek|||||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
отъвратити||V-|15|otъvortiti|||||||40|1|||turn away, reject|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
соломонъ||Ne|15|solomonъ|||||||masc_o|2|25|W||||Σολομὼν < שְׁלֹמֹה‎ (šĕlōmōʰ)||0||||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|488
бисьръ||Nb|15|bisьrъ|||||||masc_o|2|7||pearl|||||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
тлѣщи||V-|15|telћi|telkti||||tĺ̥k|telk|14|1|||knock|||||0||||marianus||supr_y_fixed|||zogr_complete|296
основати||V-|15|osnovati|||||||61|1||||Diels seems to think this verb in class 5.1, where dict. has it as class 6.||||0||||marianus|psal-sin_sentence_removed||vit-const||zogr_complete|344
ищистити||V-|15|jьščistiti|||||||40|1||||pre-PV1 jьskistiti with /ski/ > /šči/ (> OCS шт)||||0||||marianus|psal-sin_sentence_removed||||zogr_complete|280
скрьжьтъ||Nb|15|skrьžьtъ|||||||masc_o|2|||gnashing|lack of syllabic ŕ̥ is based on Russian скрежет ||||0||||marianus||supr_y_fixed|||zogr_complete|296
жещи||V-|15|žeћi|žegti||||žьg|žeg|11|1||||the pres. tense becomes zero-grade in russian (and apparently once in  Suprasliensis, dict. p.216) ||||0||||marianus||supr_y_fixed|||zogr_complete|296
мрьтвьць||Nb|15|mŕ̥tvьkь||mŕ̥tvьkъ|mŕ̥tvьcь||||masc_o_PV3|2||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
ожити||V-|15|ožiti|||||oži|oživ|11|1|||come back to life|||||0||||marianus||supr_y_fixed|||zogr_complete|296
искариотьскъ||A-|15|iskarijotьskъ|||||||adj_hard|2|25|W||||Ἰσκαριώτης||0||||marianus|||||zogr_complete|264
очищати||V-|15|očišћǢti|očistjǢti||||||54|1||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
сапогъ||Nb|15|sapogъ|||||||masc_o|2||||||||0||||marianus|psal-sin_sentence_removed||||zogr_complete|280
прахъ||Nb|15|porxъ|||||||masc_o|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed|zogr_complete|440
класъ||Nb|15|kolsъ|||||||masc_o|2|||ear (of wheat/corn etc.)|Ru. ко́лос ||||0||||marianus||supr_y_fixed|||zogr_complete|296
фарисеискъ||A-|15|farisejьskъ||||farisějьskъ|||adj_hard|2|25|W||||Φαρισαίων||0||||marianus|||||zogr_complete|264
кесариꙗ||Ne|15|ḱesarijǢ|||||||fem_ja|2|3|W|||1|Caesarea ||0||||marianus||supr_y_fixed|||zogr_complete|296
девѧтъ||Mo|15|devętъ|||||||adj_hard_ord|2||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
зеведеовъ||A-|15|zevedejovъ||||zevedějovъ|||adj_hard|2|25|W||||Ζεβεδαῖος||0||||marianus|||||zogr_complete|264
елеоньскъ||A-|15|eleonьskъ|||||||adj_hard|2|2|W|of Olives|||Ἐλαιῶν||0||||marianus|||||zogr_complete|264
назаретъ||Ne|15|nazaretъ|||||||masc_o|2|25|W||||Ναζαρέθ||0||||marianus|||||zogr_complete|264
съсати||V-|15|sъsati|||||||51|1|||suck|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
людьскъ||A-|15|ĺudьskъ|ljudьskъ||||||adj_hard|2||||||||0||||marianus|psal-sin_sentence_removed||vit-const||zogr_complete|344
варꙗти||V-|15|vaŕǢti|varjǢti||||||54|1|||go before/ahead, prepare the way, preceed|||||0||||marianus||supr_y_fixed|||zogr_complete|296
сътрьти||V-|15|sъtŕ̥ti|||||||rti|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
мосеовъ||A-|15|mosejovъ||mosejevъ||mosějovъ|||adj_hard|2|25|W|Moses', of Moses|||Μωϋσῆς||0||||marianus|psal-sin_sentence_removed||vit-const||zogr_complete|344
величати||V-|15|veličǢti|||||||54|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||||56
каиꙗфа||Ne|15|kajijǢfa|||||||masc_a|2|25|W||||Καϊάφα < Hebrew Qayyāfā||0||||marianus||supr_y_fixed|||zogr_complete|296
погребениѥ||Nb|15|pogrebenьje|||||||nt_jo|2||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
оуспѣти||V-|15|uspěti|||||||32|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
отъвалити||V-|15|otъvaliti|||||||40|1|||roll away|||||0||||marianus||supr_y_fixed|||zogr_complete|296
гънати||V-|15|gъnati|||||||51_abl|1||||||||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
отьчьство||Nb|15|otьčьstvo|||||||nt_o|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
приключити||V-|15|prikĺučiti|priključiti||||||40|1|||happen, occur;; show up, appear|||||0||||marianus||supr_y_fixed||vit-meth_4_removed|zogr_complete|424
посадити||V-|15|posaditi|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
блажити||V-|15|bolžiti|||||||40|1||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
повиновати||V-|15|povinovati|||||||61|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed|zogr_complete|440
начинати||V-|15|načinati|||||||54|1||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
искоушениѥ||Nb|15|jьskušenьje|||||||nt_jo|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
чѧсто||Df|15|čęsto||||||||0||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
съконьчавати||V-|15|sъkonьčǢvati|||||||54|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
заклати||V-|15|zakolti|||||zakol|zakol|16|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
прѣстѫпити||V-|15|perstǫpiti|||||||40|1||||||||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
пламꙑ||Nb|15|polmy|||||||masc_N|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
погънати||V-|15|pogъnati|||||||51_abl|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
негъли||Df|15|nekъli||||||||0|||perhaps; so that, in order; than||1|||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
раи||Nb|15|rajь|||||||masc_jo|2||||||||0||||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|488
камо||Du|15|kamo||||||||0|||whither|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||||56
въсхꙑтити||V-|15|vъsxytiti|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||||56
свободь||A-|15|svobodь||||||||0||||indeclinable adjective||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed||184
въздрастъ||Nb|15|vъzorstъ|||||||masc_o|2||||||||0||||marianus||supr_y_fixed||||40
раждати||V-|15|raђǢti|radjǢti||||||54|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed||184
пооучити||V-|15|poučiti|||||||40|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
въздꙑханиѥ||Nb|15|vъzdyxanьje|||||||nt_jo|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
стѣна||Nb|15|stěna|||||||fem_a|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed|vit-const|||112
обращати||V-|15|obvorћǢti|obvortjǢti||||||54|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed|vit-const|||112
свѧтꙑни||Nb|15|svętyńi|svętynji||||||fem_ji|2||||||||0|||||psal-sin_sentence_removed|supr_y_fixed|vit-const|||112
наипаче||Df|15|najьpače||||||||0||||||||0|||||psal-sin_sentence_removed|supr_y_fixed|vit-const|||112
госпожда||Nb|15|gospoђǢ|gospodjǢ||||||fem_ja|2||||||||0||||||supr_y_fixed||||32
архангелъ||Nb|15|arъxanǵelъ|||||||masc_o|2|2|||||ἀρχᾰ́γγελος||0||||||supr_y_fixed||||32
въскочити|въскочити|V-|15|vъskočiti|||||||40|1||||||||1||||||supr_y_fixed||||32
тъщати||V-|15|||||||||99||||||||0||||||supr_y_fixed||||32
непобѣдимъ||A-|15|||||||||99||||||||0||||||supr_y_fixed||||32
хꙑзина||Nb|15|xyzina|||||||fem_a|2||||||||0||||||supr_y_fixed||||32
ставлꙗти||V-|15|||||||||99||||||||0||||||supr_y_fixed||||32
родити||V-|15|roditi|||||||40|1||||||||0||||||supr_y_fixed|vit-const|||96
подобити||V-|14|podobiti|||||||40|1|||be similar to, be like (refl. +dat.)|||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|505
съказаниѥ||Nb|14|sъkazanьje|||||||nt_jo|2||||||||0|chrabr||||psal-sin_sentence_removed|supr_y_fixed|vit-const|||113
потопъ||Nb|14|potopъ|||||||masc_o|2|||flood|||||0|chrabr|||marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed|zogr_complete|441
хꙑтрость||Nb|14|xytrostь|||||||fem_i|2||||||||0|chrabr|||||supr_y_fixed||||33
исходъ||Nb|14|jьsxodъ|||||||masc_o|2||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|378
снѣгъ||Nb|14|sněgъ|||||||masc_o|2||||||||0||euch||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|314
щедрота||Nb|14|ščedrota|||||||fem_a|2|||mercy, compassion, kindness, grace|cf. Pol. szczodry||||0||euch|||psal-sin_sentence_removed|supr_y_fixed||||50
прѣчистъ||A-|14|perčistъ|||||||adj_hard|2||||||||0||euch|||psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed||178
ложе||Nb|14|lože|||||||nt_jo|2|||bed; stretcher|||||0||euch||marianus|psal-sin_sentence_removed||||zogr_complete|282
какъ||Pi|14|kakъ|||||||pron_hard|2||||||||0||euch||marianus||supr_y_fixed|||zogr_complete|298
оунии||A-|14|uńь|unjь||||||adj_soft_comp|2|||better|||||0||||marianus||supr_y_fixed||||40
ѵпокритъ||Nb|14|üpokritъ|||||||masc_o|2|2|W||||υποκριτής||0||||marianus|||||zogr_complete|264
распѫтиѥ||Nb|14|orspǫtьje|||||||nt_jo|2|||streetcorner, crossroad|||||0||||marianus|||||zogr_complete|264
клѣть||Nb|14|klětь|||||||fem_i|2|||closet, small room, hut, monks cell|||||0||||marianus||supr_y_fixed|||zogr_complete|296
трѫсъ||Nb|14|trǫsъ|||||||masc_o|2|||earthquake, землетрясение|Ukr. has cognate землетрус, Bg. has тръс 'trot'||||0||||marianus||supr_y_fixed|||zogr_complete|296
сѫдьнъ||A-|14|sǫdьnъ|||||||adj_hard|2|||judgement, of judgement, dooms-|||||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
праздьнъ||A-|14|porzdьnъ|||||||adj_hard|2|||empty, idle|Pol. próżny = vain, futile, empy; próżniak = layabout; Ru. порожний||||0||||marianus||supr_y_fixed|||zogr_complete|296
извлѣщи||V-|14|jьzvelћi|||||jьzvĺ̥k|jьzvelk|15|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
стража||Nb|14|storžǢ|||||||fem_ja|2|||watch, қарауыл|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
оубииство||Nb|14|ubьjьstvo|||||||nt_o|2||||It's quite difficult to tell whether we have zero or lengthened grade *ь or *i in the root of this word; if Russian убийство is not a Church Slavonicism then this suggests *-bij-, but there is one Zogr. spelling оубьіствa, so I will go for *ubьjьstvo but we would if this is correct expect the authentic Russian pronunciation to be /ubejstvo/.|1|||0||||marianus||supr_y_fixed|||zogr_complete|296
заблѫдити||V-|14|zablǫditi|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed||vit-meth_4_removed||184
дъвои||Ma|14|dъvojь|||||||pron_soft|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
иоръданъ||Ne|14|ijorъdanъ|||||||masc_o|2|25|W||||Ἰορδάνης||0||||marianus||supr_y_fixed|||zogr_complete|296
прѣмо||R-|14|prěmo||||||||0|||opposite, in front of|according to Vasmer Serbian has both према and прама, OCS only has прѣмо (never with palatalisation diacritic), so the only explanation for the ESl. reflexes of the front-nasal (прямой etc., Old Russian прѧмо) is either contamination with Vasmer's posited *pramъ or (in my opinion more likely) nasalisation of the vowel caused by the following /m/, i.e. *prěmo > *prę̌mo > *pręmo > *prämo > /pr'amo/|1|||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
врьхоу||R-|14|vŕ̥xu||||||||0||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
врьтъпъ||Nb|14|vŕ̥tъpъ||||vŕ̥tьpъ|||masc_o|2|||garden, kitchen garden; cave; criminal's den/lair (in 'den of thieves')|Ru. вертеп, Old Rus'ian вьртьпъ, and Ukr. верте́п force us to recognise a variant *vŕ̥tьpъ, but we can't write the OCS spelling *врътъпъ off as just an incorrect second jer, because Psal. has an attestation врътопъ||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
побити||V-|14|pobiti|||||||17|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
съмѣти||V-|14|sъměti|||||sъmě|sъměj|32|1|||dare|||||0||||marianus||supr_y_fixed|||zogr_complete|296
вънѣщьнь||A-|14|vъněšьńь|vъněšьnjь||||||adj_soft|2|||outside; outer side|I can't explain the variants with /št/, apart from a guess that the dental articulation of the /ń/ has infected the /š/, cf. Eng. 'prince' [prinʔs] (as the weak jer is fallen), Mar. домащьнии <*domašьńiji|1|||0||||marianus||supr_y_fixed|||zogr_complete|296
пророчьскъ||A-|14|proročьskъ|||||||adj_hard|2||||||||0||||marianus||supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|488
мльнии||Nb|14|mĺ̥dnьji|||||||fem_ji|2|||lightning|Both ESSJa 20 p.220-2 and Derksen p.333 reconstruct this as *mъldni, with -d- based on Old Prussian mealde and Ru. dial. молодня, among other dialectal words with /d/ in the modern languages. None of the evidence they adduce proves that we have the unpalatalised l̥ here instead of the ĺ̥ (esp. Latvian milna which suggests the opposite), so I will follow the dictionary instead and us ĺ̥.|1|||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
лоуна||Nb|14|luna|||||||fem_a|2|||moon|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
въпль||Nb|14|vъpĺь|vъpjь||||||masc_jo|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
оходити||V-|14|oxoditi|||||||40|1||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
млъва||Nb|14|ml̥va|||||||fem_a|2|||unrest, disquiet, a big to-do|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
сьребрьникъ||Nb|14|sьrebrьnikъ|||||||masc_o|2|||piece of silver|||||0||||marianus||supr_y_fixed|||zogr_complete|296
пробости||V-|14|probosti|||||probod|probod|11|1||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
испоустити||V-|14|jьspustiti|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
льстьць||Nb|14|lьstьkь||lьstьkъ|lьstьcь||||masc_o_PV3|2||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
дивии||A-|14|divьjь|||||||adj_soft|2||||Unlike other adjectives in *-ьj- such as *božьj-, this one seems to behave like a normal soft adjective and takes long and short form endings onto the end of its stem, which is *divьj-, for example Psalterium Sinaiticum masc. Nsg. long-form  дивьеї < *divьj-ьjь||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
рождениѥ||Nb|14|roђenьje|rodjenьje||||||nt_jo|2||||||||0||||marianus||supr_y_fixed|||zogr_complete|296
почити||V-|14|počiti|||||||17|1|||rest|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
гръдꙑни||Nb|14|gr̥dyńi|gr̥dynji||||||fem_ji|2|||pride, arrogance|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|504
отънѥлиже||Dq|14|otъńeliže|otъnjeliže|||||||0|||since|||||0||||marianus||supr_y_fixed|||zogr_complete|296
възбранити||V-|14|vъzborniti|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
съдѣлати||V-|14|sъdělati|||||||54|1|||carry out, complete, do|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
зачѧти||V-|14|začęti|||||začę|začьn|12|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
въстаниѥ||Nb|14|vъstanьje|||||||nt_jo|2||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
плѣньникъ||Nb|14|pelnьnikъ|||||||masc_o|2|||captive, prisoner|Ukr. полон, полоненик||||0||||marianus||supr_y_fixed|vit-const|||104
прѣстаꙗти||V-|14|perstajǢti|||||||53|1||||||||0||||marianus||supr_y_fixed|vit-const||zogr_complete|360
оуловити||V-|14|uloviti|||||||40|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const||zogr_complete|376
тельць||Nb|14|telьkь||telьkъ|telьcь||||masc_o_PV3|2|||calf|||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
въздаꙗти||V-|14|vъzdajǢti|||||||53|1||||||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
потъщати||V-|14|potъščǢti|||||||31|1|||hurry; strive, try|I’ll assume this contains the *tъšč- ‘empty’ root and means something like ‘empy/exhaust oneself of effort in striving to hurry’||||0||||marianus|psal-sin_sentence_removed|supr_y_fixed|||zogr_complete|312
свободити||V-|14|svoboditi|||||||40|1||||||||0||||marianus||supr_y_fixed||||40
иногда||Df|14|jьnъgъda||||||||0|||once, before, at another time|||||0||||marianus||supr_y_fixed|vit-const|vit-meth_4_removed||232
вѣньчати||V-|14|věnьčǢti|||||||54|1||||||||0|||||psal-sin_sentence_removed|supr_y_fixed||||48
