443,<wb>бъ
2118,<wb>развѣ
422,<wb>ба
68 102 82 58,<wb>на|на|ше|го
443,<wb>бъ
4007 509,<wb>прѣпоѣса|ѧі
226,<wb>мѧ
1810,<wb>сілоѭ
39,<wb>і
761,<wb>положі
4179 1960,<wb>непоро|ченъ
5450,<wb>пѫтъ
329,<wb>моі
1144 4141,<wb>съвръ|шаѧ
1052,<wb>нозѣ
329,<wb>моі
99,<wb>ѣко
2583 60,<wb>еле|ні
39,<wb>і
68,<wb>на
2092 148 76,<wb>въісо|къі|хъ
1774 597 24,<wb>поста|влѣ|ѧ
226,<wb>мѧ
993 266 24,<wb>наоу|ча|ѧ
825,<wb>рѫцѣ
329,<wb>моі
68,<wb>на
355 98,<wb>бра|нъ
39,<wb>і
761,<wb>положі
6984,<wb>лѫкъ
353 2302,<wb>мѣ|денъ
478 352 215,<wb>мъі|шъ|ці
329,<wb>моі
39,<wb>і
1598,<wb>далъ
195,<wb>мі
313,<wb>есі
4051 3315,<wb>зашті|штенье
637 565,<wb>сп|ньѣ
39,<wb>і
705 3522,<wb>дес|ніцѣ
552,<wb>твоѣ
1505,<wb>пріѧтъ
226,<wb>мѧ
39,<wb>і
4159 2789,<wb>наказа|нъе
347,<wb>твое
4382,<wb>ісправі
226,<wb>мѧ
56,<wb>въ
3035,<wb>конець
39,<wb>і
4159 2789,<wb>наказа|нъе
347,<wb>твое
1166,<wb>само
226,<wb>мѧ
5748,<wb>наоучітъ
1548 95 137,<wb>оуші|рі|лъ
161,<wb>естъ
6091,<wb>стопъі
1156,<wb>моѧ
574,<wb>подо
2117,<wb>мъноѭ
7977 54,<wb>ізнеможе|те
3174 23 118,<wb>пле|с|нѣ
329,<wb>моі
4873 179,<wb>поже|нѫ
2235,<wb>врагъі
1156,<wb>моѧ
39,<wb>і
2803 6343,<wb>пості|гнѫ
225,<wb>ѧ
39,<wb>і
62,<wb>не
5612,<wb>възвраштѫ
70,<wb>сѧ
7324,<wb>доіждеже
1716 7387 304,<wb>іско|нъча|ѭтъ
70,<wb>сѧ
1444 434,<wb>съкроу|шѫ
225,<wb>ѧ
39,<wb>і
62,<wb>не
1177,<wb>імѫтъ
3187,<wb>мошті
323,<wb>ті
67 217 1983,<wb>по|сто|ѣті
198 491,<wb>па|дѫтъ
70,<wb>сѧ
826,<wb>подъ
1981,<wb>ногама
4756,<wb>моіма
39,<wb>і
4007 137,<wb>прѣпоѣса|лъ
226,<wb>мѧ
313,<wb>есі
1810,<wb>сілоѭ
68,<wb>на
355 98,<wb>бра|нъ
3365 137,<wb>съпѧ|лъ
313,<wb>есі
3337,<wb>въсѧ
421 2902,<wb>въста|ѭштѧ
68,<wb>на
226,<wb>мѧ
39,<wb>і
67 175,<wb>по|дѫ
1558,<wb>мноѭ
39,<wb>і
1682,<wb>врагъ
1216,<wb>моіхъ
1598,<wb>далъ
195,<wb>мі
430,<wb>ес
711 31 255,<wb>хрі|б|етъ
39,<wb>і
2375 672,<wb>ненавідѧ|штѧѧ
226,<wb>мѧ
7971,<wb>потрѣбі
3005 1076,<wb>возъ|вашѧ
39,<wb>і
62,<wb>не
165,<wb>бѣ
2521 509,<wb>спа|ѧі
150,<wb>къ
1341,<wb>гю
39,<wb>і
62,<wb>не
1148,<wb>оуслъіша
299,<wb>іхъ
4501 179,<wb>істъ|нѫ
225,<wb>ѧ
99,<wb>ѣко
4636,<wb>прахъ
396,<wb>прѣдъ
3118,<wb>ліцемъ
140 1014,<wb>вѣ|тра
99,<wb>ѣко
49 174 447,<wb>б|ре|нье
895,<wb>пѫті
67 810 622,<wb>по|гла|ждѫ
225,<wb>ѧ
1101,<wb>ізбаві
226,<wb>мѧ
84,<wb>отъ
57 5782 4792,<wb>пр|рѣка|нъѣ
279 113 384,<wb>лю|дъ|ска
1446 116,<wb>поставі|ші
226,<wb>мѧ
56,<wb>въ
1512,<wb>главѫ
3191,<wb>ѧзъікомъ
3092,<wb>людье
5504,<wb>тоужді
2657,<wb>іхъже
62,<wb>не
535 76,<wb>зна|хъ
2645 110,<wb>работа|шѧ
195,<wb>мі
56,<wb>въ
4346,<wb>слоухъ
73 887,<wb>оу|хоу
1148 82,<wb>оуслъіша|ше
226,<wb>мѧ
4536,<wb>снові
5504,<wb>тоужді
448 137 212 110,<wb>со|лъ|га|шѧ
195,<wb>мі
4536,<wb>снові
5504,<wb>тоужді
162 255 158 110,<wb>об|етъ|ша|шѧ
39,<wb>і
47 9 101 342,<wb>о|х|ръ|мѫ
84,<wb>отъ
2382 312,<wb>сте|зь
809,<wb>своіхъ
1724,<wb>жівъ
1262,<wb>гъ
39,<wb>і
1876 6800 119,<wb>благослове|стве|нь
443,<wb>бъ
329,<wb>моі
39,<wb>і
6367 115,<wb>възнесе|то
70,<wb>сѧ
443,<wb>бъ
637 4792,<wb>сп|нъѣ
563,<wb>моего
443,<wb>бъ
105 24,<wb>да|ѧ
402 147,<wb>мъ|сті
2231,<wb>мънѣ
39,<wb>і
571,<wb>оучі
844,<wb>люді
1156,<wb>моѧ
826,<wb>подъ
226,<wb>мѧ
1101 3851,<wb>ізбаві|телъ
329,<wb>моі
84,<wb>отъ
1682,<wb>врагъ
1216,<wb>моіхъ
717 6108,<wb>гнѣ|въіхъ
39,<wb>і
84,<wb>отъ
421 3628,<wb>въста|ѭштіхъ
68,<wb>на
226,<wb>мѧ
3915 116,<wb>вьзнесе|ші
226,<wb>мѧ
84,<wb>отъ
1376,<wb>мѫжа
6390 102,<wb>неправедъ|на
1101,<wb>ізбаві
226,<wb>мѧ
387,<wb>сего
368,<wb>раді
3412,<wb>ісповѣмь
70,<wb>сѧ
64 205,<wb>т|бѣ
56,<wb>въ
4309,<wb>ѧзъіцѣхъ
300,<wb>гі
1747,<wb>імені
1431,<wb>твоемоу
4295,<wb>въспоѭ
2224 74 266 24,<wb>вьзве|лі|ча|ѧ
637 2789,<wb>сп|нъе
80 26 21 103,<wb>р|ц|р|ва
39,<wb>і
803,<wb>творѧ
1151,<wb>мілості
1032,<wb>хоу
1397,<wb>своемоу
105 270,<wb>да|доу
39,<wb>і
333 2513,<wb>сѣ|мені
135,<wb>его
156,<wb>до
1500,<wb>вѣка
2216 119 409,<wb>помаза|нь|нікъ
974,<wb>слава
4504,<wb>нбса
1031 304,<wb>ісповѣда|ѭтъ
1253,<wb>славѫ
49 564 3,<wb>б|жъ|ѭ
131 101,<wb>тво|ръ
71,<wb>же
1655,<wb>рѫкоу
135,<wb>его
6421 255,<wb>възвѣшта|етъ
64 18 21 113,<wb>т|в|р|дъ
2121,<wb>денъ
7692,<wb>дъні
3121 212 255,<wb>отърі|га|етъ
256 209,<wb>глаго|лъі
135,<wb>его
39,<wb>і
1524,<wb>ношть
1516,<wb>ношті
262 258 255,<wb>вьз|вѣшта|етъ
2550,<wb>разоумъ
122,<wb>ні
419,<wb>сѫтъ
5980,<wb>рѣчі
122,<wb>ні
1020,<wb>словеса
2657,<wb>іхъже
62,<wb>не
62,<wb>не
3868,<wb>слъішѧтъ
70,<wb>сѧ
7603,<wb>гласі
299,<wb>іхъ
240,<wb>во
1746,<wb>вьсѫ
1403,<wb>землѭ
2820,<wb>ізідѫ
4791 4792,<wb>вѣшта|нъѣ
299,<wb>іхъ
39,<wb>і
56,<wb>въ
1088 532,<wb>конь|цѧ
4506 471,<wb>въселе|нъіѧ
4377,<wb>глі
299,<wb>іхъ
56,<wb>въ
6690 215,<wb>слънъ|ці
761,<wb>положі
2610,<wb>село
135,<wb>его
39,<wb>і
617,<wb>ть
99,<wb>ѣко
4087,<wb>женіхъ
1817,<wb>ісходѧ
84,<wb>отъ
1849 115 212,<wb>чръ|то|га
524,<wb>своего
7486,<wb>въздрадоуетъ
70,<wb>сѧ
99,<wb>ѣко
107 169 74 98,<wb>іс|по|лі|нъ
238 166,<wb>те|шті
5450,<wb>пѫтъ
84,<wb>отъ
1194 134,<wb>начѧтъ|ка
3728,<wb>нбсі
6550,<wb>ісходъ
135,<wb>его
39,<wb>і
7040 94 565,<wb>сърѣ|та|ньѣ
223,<wb>го
156,<wb>до
6981,<wb>конъца
3728,<wb>нбсі
39,<wb>і
595,<wb>нѣстъ
227,<wb>іже
7130 255,<wb>оукръі|етъ
70,<wb>сѧ
6850 289,<wb>топло|тъі
135,<wb>его
1384,<wb>законъ
2502,<wb>гнъ
1348 937 98,<wb>непо|рече|нъ
7560 509,<wb>обрашта|ѧі
1786,<wb>дшѧ
2247 2789,<wb>съвѣдѣ|нъе
2033,<wb>гне
3990 85,<wb>вѣръ|но
5797 1068 24,<wb>оумѫ|дрѣ|ѧ
2139 98 532,<wb>младе|нъ|цѧ
2498 4792,<wb>оправъда|нъѣ
717,<wb>гнѣ
307 103,<wb>пра|ва
1268 4626,<wb>весе|лѧшта
4111,<wb>сръдьца
1326,<wb>заповѣді
717,<wb>гнѣ
2604,<wb>іздалече
5119 166,<wb>просвѣшта|шті
531,<wb>очі
2653,<wb>страхъ
2502,<wb>гнъ
5280 97,<wb>прѣчі|стъ
3244,<wb>прѣбъіваетъ
81,<wb>вь
3950,<wb>вѣкоу
5103,<wb>сѫдъбъі
6766,<wb>гнѧ
2699 139,<wb>істінь|нъі
2498 139,<wb>оправъда|нъі
1889,<wb>въкоупѣ
56 235 66 102,<wb>въ|жде|ла|на
580,<wb>паче
5231,<wb>злата
39,<wb>і
3251,<wb>камені
6703,<wb>драга
1022,<wb>многа
39,<wb>і
338 716 158,<wb>сла|ждъ|ша
580,<wb>паче
296 86,<wb>ме|да
39,<wb>і
75 94,<wb>съ|та
1566,<wb>ібо
1074,<wb>рабъ
462,<wb>твоі
7631,<wb>хранітъ
225,<wb>ѧ
7170,<wb>вънегда
5424,<wb>съхраніті
225,<wb>ѧ
884 2789,<wb>възда|нъе
693,<wb>много
1772 3518 565,<wb>грѣхъ|пада|ньѣ
724,<wb>къто
5115,<wb>разоумѣетъ
84,<wb>отъ
878 1035,<wb>таі|нъіхъ
1216,<wb>моіхъ
3890,<wb>очісті
226,<wb>мѧ
39,<wb>і
84,<wb>отъ
390 1681 76,<wb>тоу|ждоу|хъ
5762 89,<wb>поштѧ|ді
1322,<wb>раба
524,<wb>своего
2655,<wb>ѣште
195,<wb>мі
62,<wb>не
1913 31 104 3,<wb>оудо|б|лѣ|ѭ
516,<wb>тъгда
4179 1960,<wb>непоро|ченъ
1387,<wb>бѫдѫ
39,<wb>і
2694 474,<wb>оцѣ|штѫ
70,<wb>сѧ
84,<wb>отъ
3178,<wb>грѣха
2163,<wb>веліка
39,<wb>і
224,<wb>бѫ
56,<wb>въ
371 2194 11,<wb>благо|ленъ|е
1020,<wb>словеса
1409,<wb>оустъ
1216,<wb>моіхъ
39,<wb>і
1608 1960 11,<wb>пооу|ченъ|е
3343 218,<wb>сръдъ|ца
563,<wb>моего
396,<wb>прѣдъ
1238,<wb>тобоѭ
2244,<wb>въінѫ
300,<wb>гі
2068 2017,<wb>помошть|ніче
329,<wb>моі
1101 3851,<wb>ізбаві|телъ
329,<wb>моі
39 4,<wb>і|ѳ
56,<wb>въ
3793,<wb>конецъ
5402,<wb>псаломъ
1857,<wb>давъ
1404,<wb>оуслъіші
374,<wb>тѧ
300,<wb>гі
56,<wb>въ
2121,<wb>денъ
2391,<wb>печалі
171 1835,<wb>за|стѫпі
226,<wb>мѧ
422,<wb>ба
3682,<wb>іѣковлѣ
6561,<wb>посълі
323,<wb>ті
3817,<wb>помоштъ
84,<wb>отъ
305,<wb>ста
39,<wb>і
84,<wb>отъ
4659,<wb>сіона
171 1835,<wb>за|стѫпі
374,<wb>тѧ
5114,<wb>помѣні
4980,<wb>вьсѣкѫ
3335,<wb>жрътвѫ
1071,<wb>твоѭ
39,<wb>і
429 173 7399 143,<wb>вьсе|съ|жага|ма
552,<wb>твоѣ
390 683 102,<wb>тоу|чъ|на
1021,<wb>бѫді
1844,<wb>даждъ
323,<wb>ті
300,<wb>гі
67,<wb>по
3343 673,<wb>сръдъ|цоу
1431,<wb>твоемоу
39,<wb>і
7558,<wb>весъ
957,<wb>свѣтъ
462,<wb>твоі
1564,<wb>ісплъні
2279 389,<wb>въздрадоу|емъ
70,<wb>сѧ
47,<wb>о
637 60,<wb>сп|ні
1454,<wb>твоімъ
39,<wb>і
56,<wb>въ
466,<wb>імѧ
300,<wb>гі
422,<wb>ба
1051,<wb>нашего
1380 3751 55,<wb>възве|лічі|мъ
70,<wb>сѧ
1564,<wb>ісплъні
300,<wb>гі
913,<wb>въсѣ
164 6774,<wb>про|шеньѣ
552,<wb>твоѣ
457,<wb>нъінѣ
6121,<wb>познахъ
99,<wb>ѣко
40 461,<wb>с|пъ
161,<wb>естъ
459,<wb>гь
930,<wb>хъ
524,<wb>своего
4034,<wb>оуслъішітъ
39,<wb>і
75,<wb>съ
3728,<wb>нбсі
6739,<wb>стаго
524,<wb>своего
81,<wb>вь
6748,<wb>сілахъ
2435 118,<wb>съп|нѣ
705 1851,<wb>дес|ніцѧ
135,<wb>его
159,<wb>сі
56,<wb>въ
1635 15 46 76,<wb>орѫ|ж|ъі|хъ
39,<wb>і
159,<wb>сі
68,<wb>на
184 1698,<wb>ко|ніхъ
478,<wb>мъі
71,<wb>же
56,<wb>въ
466,<wb>імѧ
5896,<wb>тома
1879 134 103 101,<wb>лоу|ка|ва|ръ
300,<wb>гі
422,<wb>ба
1051,<wb>нашего
3845 7941,<wb>прізо|вемъ
323,<wb>ті
2435 686,<wb>съп|ѧті
821,<wb>бъішѧ
39,<wb>і
4867,<wb>падѫ
478,<wb>мъі
71,<wb>же
421 76 55,<wb>въста|хъ|мъ
39,<wb>і
5497,<wb>прості
4110,<wb>бъіхомъ
300,<wb>гі
2602,<wb>спі
2470,<wb>црѣ
39,<wb>і
1404,<wb>оуслъіші
336,<wb>нъі
240,<wb>во
208 48,<wb>нъ|же
2121,<wb>денъ
2655,<wb>ѣште
3845 7941,<wb>прізо|вемъ
374,<wb>тѧ
72,<wb>к
56,<wb>въ
3793,<wb>конецъ
5402,<wb>псаломъ
1857,<wb>давъ
300,<wb>гі
1810,<wb>сілоѭ
1828,<wb>твоеѭ
6459,<wb>възвеселітъ
70,<wb>сѧ
186 339,<wb>ц|ръі
47,<wb>о
637 276,<wb>сп|ніі
3657,<wb>твоемъ
6736 270 389,<wb>вьздра|доу|емъ
70,<wb>сѧ
760,<wb>зѣло
2737 447,<wb>жела|нье
4111,<wb>сръдьца
697,<wb>твоего
105 153,<wb>да|ль
144,<wb>емоу
313,<wb>есі
39,<wb>і
788 4792,<wb>хотѣ|нъѣ
1409,<wb>оустъ
135,<wb>его
3106,<wb>нѣсі
135,<wb>его
178 116 137,<wb>лі|ші|лъ
99,<wb>ѣко
2862 137,<wb>варі|лъ
39,<wb>і
313,<wb>есі
1036 58 660 18 3625 1422,<wb>бл|го|сло|в|нъімі|імі
2265 97 2307,<wb>блг|стъ|нъімъ
761 153,<wb>положі|ль
313,<wb>есі
68,<wb>на
5004,<wb>главѣ
135,<wb>его
140 98 363,<wb>вѣ|нъ|ць
84,<wb>отъ
3251,<wb>камені
6703 247,<wb>драга|его
2030,<wb>жівота
954,<wb>просі
73,<wb>оу
614,<wb>тебе
39,<wb>і
1598,<wb>далъ
144,<wb>емоу
313,<wb>есі
6304 495,<wb>длъго|тѫ
497 139,<wb>дъ|нъі
81,<wb>вь
738,<wb>вѣкъ
3950,<wb>вѣкоу
220 137 33,<wb>ве|лъ|ѣ
974,<wb>слава
135,<wb>его
40 433 389,<wb>с|пь|емъ
3657,<wb>твоемъ
1253,<wb>славѫ
39,<wb>і
56 6203 495,<wb>въ|лѣпо|тѫ
3574,<wb>възложішѧ
68,<wb>на
208,<wb>нъ
99,<wb>ѣко
5790,<wb>дасі
144,<wb>емоу
4796 36 447,<wb>блгс|л|нье
81,<wb>вь
140 569,<wb>вѣ|кь
3950,<wb>вѣкоу
3749 7376,<wb>вьзвесе|ліші
39,<wb>і
1994 3,<wb>радость|ѭ
75,<wb>съ
3118,<wb>ліцемъ
1454,<wb>твоімъ
99,<wb>ѣко
5816,<wb>цсрь
1754,<wb>оупъва
68,<wb>на
1084,<wb>гѣ
39,<wb>і
3448 3,<wb>мілостъ|ѭ
4735 2434,<wb>въішъ|нѣго
62,<wb>не
5395 43,<wb>подвіжітъ|тъ
70,<wb>сѧ
105,<wb>да
2120,<wb>обрѧштетъ
70,<wb>сѧ
1357,<wb>рѫка
552,<wb>твоѣ
5426,<wb>въсѣмъ
5713,<wb>врагомъ
1454,<wb>твоімъ
3325,<wb>десніца
552,<wb>твоѣ
2120,<wb>обрѧштетъ
3337,<wb>въсѧ
2375 672,<wb>ненавідѧ|штѧѧ
614,<wb>тебе
761 116,<wb>положі|ші
225,<wb>ѧ
99,<wb>ѣко
4347,<wb>пешть
2408 179,<wb>гнь|нѫ
56,<wb>въ
783,<wb>врѣмѧ
1385,<wb>ліца
697,<wb>твоего
459,<wb>гь
4088,<wb>гнѣвомъ
725,<wb>своімъ
2291 3170,<wb>съмѧ|тетъ
225,<wb>ѧ
39,<wb>і
2947 97,<wb>поѣ|стъ
225,<wb>ѧ
47 252,<wb>о|гъ
1243,<wb>плодъ
299,<wb>іхъ
84,<wb>отъ
1485,<wb>землѧ
1551 116,<wb>погоубі|ші
39,<wb>і
2085,<wb>сѣмѧ
299,<wb>іхъ
84,<wb>отъ
423,<wb>снъ
7425,<wb>члчъ
99,<wb>ѣко
3064 110,<wb>оуклоні|шѧ
68,<wb>на
374,<wb>тѧ
6124,<wb>зълаѣ
2503 110,<wb>помъіслі|шѧ
39,<wb>і
553 289,<wb>съвѣ|тъі
930 48,<wb>хъ|же
62,<wb>не
5300,<wb>възмогѫ
75 880 52,<wb>съ|ставі|ті
99,<wb>ѣко
761 116,<wb>положі|ші
299,<wb>іхъ
711 31 255,<wb>хрі|б|етъ
56,<wb>въ
3709 1131,<wb>ізбъітъ|цѣхъ
865,<wb>твоіхъ
1328 608,<wb>оуготова|еші
822,<wb>ліце
299,<wb>іхъ
1528 129,<wb>възне|сі
70,<wb>сѧ
300,<wb>гі
1810,<wb>сілоѭ
1828,<wb>твоеѭ
5107,<wb>поемъ
39,<wb>і
2198 389,<wb>въспо|емъ
1464,<wb>сілъі
1164,<wb>твоѧ
974,<wb>слава
56,<wb>въ
3793,<wb>конецъ
1505 16,<wb>пріѧтъ|і
3818 4336,<wb>оутрь|німъ
44 3731,<wb>п|слмъ
4270,<wb>двъ
72,<wb>к
77,<wb>а
772,<wb>бже
772,<wb>бже
329,<wb>моі
6958,<wb>вонъмі
195,<wb>мі
2715,<wb>въскѫѭ
646,<wb>оставі
226,<wb>мѧ
2037,<wb>далече
84,<wb>отъ
637 118,<wb>сп|нѣ
563,<wb>моего
1020,<wb>словеса
1772 3518 1640,<wb>грѣхъ|пада|неі
1216,<wb>моіхъ
443,<wb>бъ
329,<wb>моі
6174 337,<wb>възо|вѫ
56,<wb>въ
2121,<wb>денъ
39,<wb>і
62,<wb>не
1404 116,<wb>оуслъіші|ші
39,<wb>і
3676 3,<wb>ноштъ|ѭ
39,<wb>і
62,<wb>не
56,<wb>въ
3561 11,<wb>безоумь|е
437,<wb>мьнѣ
288,<wb>тъі
71,<wb>же
56,<wb>въ
2753 319 389,<wb>св|тѣ|емъ
236 5891,<wb>жі|лішті
3684,<wb>хвала
1281 19 4491 5134,<wb>іі|з|драі|лева
68,<wb>на
374,<wb>тѧ
1327 1076,<wb>оупъ|вашѧ
84 215,<wb>отъ|ці
1509,<wb>наші
1327 1076,<wb>оупъ|вашѧ
39,<wb>і
100 334 111 137,<wb>з|ба|ві|лъ
225,<wb>ѧ
313,<wb>есі
56,<wb>въ
356,<wb>тебѣ
3005 1076,<wb>возъ|вашѧ
39,<wb>і
637 74,<wb>сп|лі
70,<wb>сѧ
419,<wb>сѫтъ
68,<wb>на
374,<wb>тѧ
1327 1076,<wb>оупъ|вашѧ
39,<wb>і
62,<wb>не
1987 2743,<wb>постъі|дѣшѧ
70,<wb>сѧ
290,<wb>азъ
71,<wb>же
40 55,<wb>с|мъ
1849 92,<wb>чръ|въ
39,<wb>і
62,<wb>не
1300,<wb>члкъ
1880 2691,<wb>поно|шенье
345 391,<wb>чл|комъ
39,<wb>і
73 5571 2147 11,<wb>оу|нічъ|женъ|е
2356,<wb>людемъ
1355,<wb>въсі
6595,<wb>відѧштеі
226,<wb>мѧ
2084 212 110,<wb>поро|га|шѧ
195,<wb>мі
70,<wb>сѧ
39,<wb>і
1489,<wb>глашѧ
3460,<wb>оустъі
1060,<wb>своімі
6594 1076,<wb>покъі|вашѧ
7748,<wb>главамі
1754,<wb>оупъва
68,<wb>на
1084,<wb>гѣ
105,<wb>да
1101 115,<wb>ізбаві|то
39,<wb>і
39,<wb>і
1647 115,<wb>спе|то
39,<wb>і
2655,<wb>ѣште
1462,<wb>хоштетъ
144,<wb>емоу
99,<wb>ѣко
288,<wb>тъі
5301 58 16,<wb>стръ|го|і
226,<wb>мѧ
39,<wb>і
38 183 96 103,<wb>|шт|рѣ|ва
1754 2789,<wb>оупъва|нъе
346,<wb>мое
84,<wb>отъ
448 349 673,<wb>со|сь|цоу
2776,<wb>матері
1239,<wb>моеѧ
56,<wb>въ
356,<wb>тебѣ
90 852 98,<wb>прі|връже|нъ
568,<wb>есмъ
168,<wb>із
5302 19 98,<wb>ложе|з|нъ
84,<wb>отъ
350 890 325,<wb>рѫ|тро|бъі
2776,<wb>матері
1156,<wb>моѧ
443,<wb>бъ
329,<wb>моі
313,<wb>есі
288,<wb>тъі
62,<wb>не
3111,<wb>отъстѫпі
84,<wb>отъ
364,<wb>мене
99,<wb>ѣко
1460 315,<wb>скръ|бъ
1587,<wb>блізъ
99,<wb>ѣко
595,<wb>нѣстъ
5528 509,<wb>помага|ѧі
4128,<wb>обідѫ
226,<wb>мѧ
238 137 215,<wb>те|лъ|ці
899,<wb>мнозі
592 98 215,<wb>ю|нъ|ці
390 683 60,<wb>тоу|чъ|ні
1677 7844,<wb>одръ|жашѧ
226,<wb>мѧ
3870 281,<wb>отврѣ|сѧ
68,<wb>на
226,<wb>мѧ
1106,<wb>оуста
1596,<wb>своѣ
99,<wb>ѣко
6698,<wb>левъ
3418 3897,<wb>въсхъі|штаѧ
39,<wb>і
607 134 24,<wb>рі|ка|ѧ
99,<wb>ѣко
1933,<wb>вода
3137 76,<wb>ізлі|хъ
70,<wb>сѧ
39,<wb>і
4514 175,<wb>разі|дѫ
70,<wb>сѧ
3145,<wb>кості
1156,<wb>моѧ
351,<wb>бъістъ
7490,<wb>сръдъце
346,<wb>мое
99,<wb>ѣко
240 854,<wb>во|скъ
373 24,<wb>та|ѧ
2054,<wb>посрѣдѣ
3848,<wb>чрѣва
563,<wb>моего
331 82,<wb>ісъ|ше
99,<wb>ѣко
7393 137,<wb>скѫде|лъ
4125,<wb>крѣпость
556,<wb>моѣ
39,<wb>і
1765,<wb>ѧзъікъ
329,<wb>моі
90 137 498,<wb>прі|лъ|пе
1611 6204,<wb>гръ|тані
1973,<wb>моімъ
39,<wb>і
56,<wb>въ
7065,<wb>пръстъ
75 14 21 52,<wb>съ|м|р|ті
75 855,<wb>съ|веде
226,<wb>мѧ
99,<wb>ѣко
4128,<wb>обідѫ
226,<wb>мѧ
1985 129,<wb>пъ|сі
899,<wb>мнозі
39,<wb>і
4974,<wb>сънемъ
6009 2739,<wb>зълобі|въііхъ
5125 79,<wb>осѣ|де
226,<wb>мѧ
4900 3079 1656,<wb>пріг|воз|дішѧ
1052,<wb>нозѣ
329,<wb>моі
39,<wb>і
825,<wb>рѫцѣ
329,<wb>моі
39 185 281,<wb>і|чі|сѧ
3337,<wb>въсѧ
3337,<wb>въсѧ
3145,<wb>кості
1156,<wb>моѧ
164 3887 110,<wb>про|копа|шѧ
323,<wb>ті
71,<wb>же
1363 1069 110,<wb>смо|трі|шѧ
39,<wb>і
127 192 2463,<wb>прѣ|зъ|рѣшѧ
226,<wb>мѧ
120 17 19 114 2427,<wb>ра|а|з|дѣ|лішѧ
436,<wb>себѣ
3405,<wb>різѫ
813,<wb>моѭ
39,<wb>і
47,<wb>о
3405,<wb>різѫ
813,<wb>моѭ
7200,<wb>меташѧ
1871 315 24,<wb>жрѣ|бъ|ѧ
288,<wb>тъі
71,<wb>же
300,<wb>гі
62,<wb>не
8023,<wb>оудалі
3738,<wb>помошті
1532,<wb>твоеѧ
84,<wb>отъ
364,<wb>мене
68,<wb>на
2346 2106 2789,<wb>застѫ|пле|нъе
346,<wb>мое
1130 95,<wb>прізъ|рі
1101,<wb>ізбаві
84,<wb>отъ
1635 564 33,<wb>орѫ|жъ|ѣ
911,<wb>дшѫ
813,<wb>моѭ
2288,<wb>ізд
1790,<wb>рѫкъі
1985 173 24,<wb>пъ|съ|ѧ
3629 175 3,<wb>іночѧ|дѫ|ѭ
813,<wb>моѭ
2602,<wb>спі
226,<wb>мѧ
84,<wb>отъ
1409,<wb>оустъ
1374 6746,<wb>лъ|вовъ
39,<wb>і
84,<wb>отъ
5768,<wb>рогъ
999 117 564,<wb>іно|ро|жъ
1134 2559 11,<wb>съмѣ|ренъ|е
346,<wb>мое
758 55,<wb>повѣ|мъ
466,<wb>імѧ
347,<wb>твое
3303 606,<wb>брат|ріі
1859,<wb>моеі
2054,<wb>посрѣдѣ
476 2507,<wb>цр|къві
4295,<wb>въспоѭ
374,<wb>тѧ
2284 718,<wb>боѧ|штеі
70,<wb>сѧ
1084,<wb>гѣ
3413 1476,<wb>въсхва|літе
39,<wb>і
429,<wb>вьсе
2085,<wb>сѣмѧ
1040 1295,<wb>іѣко|вле
1783 54,<wb>прославі|те
105,<wb>да
222 2315,<wb>оубо|ітъ
71,<wb>же
70,<wb>сѧ
84,<wb>отъ
513,<wb>него
960,<wb>въсе
2085,<wb>сѣмѧ
5990 63,<wb>ііл|во
99,<wb>ѣко
62,<wb>не
73 5571 48,<wb>оу|нічъ|же
122,<wb>ні
513 7739,<wb>него|това
2040,<wb>молітва
4479 58,<wb>нішта|го
122,<wb>ні
5254 137,<wb>отъвраті|лъ
313 43,<wb>есі|тъ
1385,<wb>ліца
524,<wb>своего
377,<wb>оть
364,<wb>мене
39,<wb>і
317,<wb>егда
4038,<wb>возъвахъ
150,<wb>къ
398,<wb>немоу
1148 82,<wb>оуслъіша|ше
226,<wb>мѧ
84,<wb>отъ
614,<wb>тебе
2096 66,<wb>похва|ла
556,<wb>моѣ
56,<wb>въ
7811,<wb>црькъві
4046,<wb>веліцѣ
3412,<wb>ісповѣмь
323,<wb>ті
70,<wb>сѧ
866 289,<wb>обѣ|тъі
1156,<wb>моѧ
5842,<wb>въздамъ
396,<wb>прѣдъ
2284 6161,<wb>боѧ|штіімі
70,<wb>сѧ
135,<wb>его
3803,<wb>ѣдѧтъ
122 166,<wb>ні|шті
39,<wb>і
5356,<wb>насъітѧтъ
70,<wb>сѧ
39,<wb>і
7556,<wb>въсхвалѧтъ
1084,<wb>гѣ
1648 1339 91,<wb>възі|скѫ|ште
135,<wb>его
5314,<wb>жіва
969,<wb>бѫдѫтъ
3343 218,<wb>сръдъ|ца
81,<wb>вь
738,<wb>вѣкъ
3950,<wb>вѣкоу
2066 977,<wb>помѣ|нѫтъ
70,<wb>сѧ
39,<wb>і
4633,<wb>обратѧтъ
70,<wb>сѧ
150,<wb>къ
1341,<wb>гю
481,<wb>вьсі
4221 215,<wb>конъ|ці
1485,<wb>землѧ
39,<wb>і
7591,<wb>поклонѧтъ
70,<wb>сѧ
396,<wb>прѣдъ
528,<wb>німъ
913,<wb>въсѣ
84 683 793,<wb>отъ|чъ|ства
225 192 683 102,<wb>ѧ|зъ|чъ|на
99,<wb>ѣко
2408,<wb>гнь
161,<wb>естъ
370 101 217,<wb>цѣ|ръ|сто
39,<wb>і
157,<wb>тъ
