3563,кьнігъі
1278,коснѫ
39,въ
1562,ѧзъікъ
102,его
15,і
2583,възьрѣвъ
47,на
1927,нбо
143 3872 147,въз|дъх|нѫ
15,і
112,гла
3724 415 116,еф|фа|та
234,еже
140,естъ
174 230 232,раз|връ|зі
57,сѧ
15,і
503,абіе
174 230 610 194,раз|връ|зо|сте
57,сѧ
261 298,слоу|ха
102,его
15,і
3674,раздрѣші
57,сѧ
29 107,ѫ|за
1287 97,ѧз|ка
102,его
15,і
766,глааше
2695,чісто
15,і
1416,запрѣті
114,імъ
55,да
1567,нікомоуже
46,не
214 457,повѣ|дѧтъ
4574,елікоже
1846,ім
1416,запрѣті
493,оні
458,паче
3382,ізліха
960 177,проповѣда|ахѫ
15,і
109 3382,прѣ|ізліха
2639,дівлѣахѫ
57,сѧ
1246,глште
800,добрѣ
346,вьсе
880,творітъ
15,і
1858 519 23,глоу|хъі|ѧ
212,сътворі
1766,слъішаті
15,і
96 4159,нѣ|мъіѧ
1188,глаті
708,ізіде
258,ісъ
15,і
465,оученіці
102,его
39,въ
1912,странѫ
1359 3357,кеса|ріѧ
1472 51 138,філі|по|въі
15,і
47,на
702,пѫті
2568,въпрашааше
1060,оученікъі
504,своѧ
350,глѧ
1253,кого
142,мѧ
1843,глѭтъ
4452,члці
404,бъіті
493,оні
41,же
1757,отъвѣшташѧ
1024,ові
1242,іоана
815 42 94,кр|ст|лѣ
624,іні
41,же
4518,іліѭ
16,а
1958,дроузіі
812,едіного
74,отъ
45 100 12,пр|ро|к
15,і
38,тъ
112,гла
114,імъ
138,въі
41,же
1253,кого
142,мѧ
1974,глете
404,бъіті
474,отъвѣштавъ
41,же
700,петръ
112,гла
119,емоу
183,тъі
243,есі
62,хъ
15,і
1416,запрѣті
114,імъ
55,да
1567,нікомоуже
46,не
1843,глѭтъ
11,о
623,немъ
15,і
1037,начѧтъ
3289,оучіті
23,ѧ
86,ѣко
2275,подобаетъ
2003,сноу
269 405,чл|чоу
584,много
3874,пострадаті
15,і
4741 210,іскоуше|ноу
404,бъіті
74,отъ
118 82 282,ста|ре|ць
15,і
835,архіереі
15,і
3464 2804,кьніжь|нікь
15,і
3744 210,оубіе|ноу
404,бъіті
15,і
51,по
4305,трехъ
95 4300,дъ|нехъ
1296 3957,въскръ|снѫті
182,іже
445 31,хоште|т
51,по
485,мнѣ
741,іті
55,да
4976,отъвръжетъ
57,сѧ
868,себе
15,і
737 1597,възь|метъ
3992,крстъ
371,своі
15,і
51,по
343,мьнѣ
410 63 31,грѧ|де|т
182,іже
66,бо
163,аште
1213,хоштетъ
4657,спсті
772,дшѫ
554,своѭ
1406,погоубітъ
2,ѭ
16,а
182,іже
1406,погоубітъ
772,дшѫ
554,своѭ
227,мене
290,раді
15,і
2229 1280 16,ев|глі|а
2110 38,спсе|тъ
2,ѭ
1678,каѣ
2124 107,поль|за
3296,члкоу
78 3554,прі|обрѣсті
3708,въсего
704,міра
15,і
74 84 2855,отъ|ште|тіті
772,дшѫ
554,своѭ
411,чьто
66,бо
307,дастъ
269 260,чл|кь
3023 147,ізмѣ|нѫ
47,на
2718,дші
1339,своеі
182,іже
66,бо
4740,постъідітъ
57,сѧ
227,мене
15,і
1055,моіхъ
1781,словесъ
39,въ
4702,родѣ
1863,семъ
109 1114 91 114,прѣ|любо|дѣ|імъ
15,і
1615 3743 44,грѣшъ|нѣа|мъ
15,і
325,снъ
2068,члчь
4740,постъідітъ
57,сѧ
102,его
246,егда
669,прідетъ
39,въ
2014,славѣ
539,оца
435,своего
54,съ
4340,англъі
639 89,стъіі|мі
15,і
766,глааше
1846,ім
573,амін
223,глѭ
207,вамъ
331,сѫтъ
3466,етеріі
179,от
802,сьде
781 488 8,стоѧ|штіі|х
182,іже
46,не
831,імѫтъ
4534,въкоусіті
1841,съмръті
2882,доідеже
3892,оузьрѧтъ
25 82 718,ц|ре|ствіе
1014,бжіе
1913 10,прішедъше|е
39,въ
2087,сілѣ
1120,оучітелю
78 59 131,прі|вѣ|сь
560,сна
469,моего
260,кь
281,тебѣ
4476,імѫшта
647,дхъ
1070,нѣмъ
182,іже
579,ідеже
163,аште
3839,коліжьдо
461 183,іме|тъі
277 108,пѣ|нъі
171 150 38,тѣ|шті|тъ
15,і
2347 206 945,скрь|жь|штетъ
828 113,зѫ|бъі
923,своімі
15,і
2261 277 96 3912,оцѣ|пѣ|нѣ|ваетъ
15,і
710,рѣхъ
225 50 13,оучені|ко|м
1263,твоімъ
55,да
978 147 183,іжде|нѫ|тъі
15,і
46,не
4739,възмогѫ
274,онъ
41,же
474,отъвѣштавъ
112,гла
11,о
100 63,ро|де
1505 2329,невѣ|ренъ
90,до
1059,колѣ
39,въ
2403,вась
1118,бѫдѫ
90,до
1059,колѣ
138,въі
328 36 417,тръ|п|лѭ
3404,прінесѣте
15,і
260,кь
485,мнѣ
15,і
78 3417,прі|нѣсѧ
15,і
260,кь
321,немоу
15,і
553,відѣвъ
15,і
647,дхъ
503,абіе
4195 75,сътрѧ|се
15,і
15,і
1163,падъ
47,на
611,земі
64 2282,ва|лѣаше
57,сѧ
277 108,пѣ|нъі
171 285,тѣ|штѧ
15,і
995,въпросі
539,оца
102,его
1724,коліко
1483,лѣтъ
140,естъ
179,от
3477,неліже
75,се
649,бъіс
119,емоу
274,онъ
41,же
82 7,ре|ч
2933,ізь
681 149 108,отро|чі|нъі
15,і
197 4585,мно|жіцеѭ
39,въ
4766,огнъ
1717,въвръже
15,і
15,і
39,въ
1513,водѫ
55,да
15,і
141,бі
786 121,погоубі|лъ
68,нъ
163,аште
411,чьто
1795,можеші
3531,помозі
378,намъ
2799 439 691 39,мл|ср|дова|въ
11,о
594,насъ
258,ісъ
41,же
120,рече
119,емоу
234,еже
163,аште
1795,можеші
2480,вѣроваті
224,вьсѣ
3457 47,възможь|на
499 4625,вѣроу|ѭштоуоумоу
15,і
503,абіе
737 4946,възь|півъ
638,оць
681 149 129,отро|чі|шта
54,съ
2824,слъзамі
766,глааше
2972,вѣроуѭ
222,гі
3531,помозі
1598,моемоу
1505 85 6,невѣ|рі|ю
553,відѣвъ
41,же
258,ісъ
86,ѣко
54 85 945,съ|рі|штетъ
57,сѧ
824,народъ
1416,запрѣті
4336,дхоу
1226 4604,нечі|стоумоу
15,і
112,гла
119,емоу
96 184,нѣ|мъі
15,і
1858 519,глоу|хъі
1845,дше
582,азь
58,ті
101 417,ве|лѭ
3607,ізіті
144,із
426,него
15,і
12,к
546,томоу
46,не
2499,въніті
39,въ
104,нь
15,і
737 4946,възь|півъ
15,і
584,много
3238 221 60,прѫ|жа|вь
57,сѧ
708,ізіде
15,і
649,бъіс
86,ѣко
4546,мрътвъ
86,ѣко
15,і
2215,многомъ
1188,глаті
86,ѣко
3200,оумьрѣтъ
258,ісъ
41,же
114,імъ
15,і
107,за
944,рѫкѫ
102,его
3001 41,вьздві|же
15,і
15,і
368,въста
15,і
1730 284,въшедъ|шоу
119,емоу
39,въ
403,домъ
465,оученіці
102,его
2486,въпрашаахѫ
15,і
812,едіного
280,како
184,мъі
46,не
1711 2167,възмо|гомъ
4747 58,ізгьна|ті
102,его
15,і
120,рече
114,імъ
38,тъ
839,родъ
46,не
612,можетъ
1751 2080,ніч|імъже
3607,ізіті
3798,тькмо
2799 829,мл|твоѭ
15,і
51 2092,по|стомъ
15,і
179,от
345 181,тѫ|доу
4075,ішедъше
3510,ідѣахѫ
4659,скозѣ
2471,галілеѭ
15,і
1216,хотѣаше
55,да
635,ніктоже
46,не
37 1042,оу|вѣстъ
2756,оучааше
66,бо
1060,оученікъі
504,своѧ
15,і
766,глааше
114,імъ
86,ѣко
325,снъ
2068,члчь
3003,прѣданъ
273,бѫдетъ
39,въ
709,рѫцѣ
4550,члкмъ
15,і
3079,оубіѭтъ
15,і
15,і
3744 68,оубіе|нъ
438,бъівъ
39,въ
2103,третіі
661,день
535 20 2539,въск|р|снетъ
338,пріде
258,ісъ
15,і
465,оученіці
102,его
39,въ
2327 20 47 622,капе|р|на|оумь
15,і
39,въ
643,домоу
438,бъівъ
2568,въпрашааше
1060,оученікъі
504,своѧ
268,что
47,на
702,пѫті
39,въ
356,себѣ
1601 16 194,помъішлѣ|а|сте
493,оні
41,же
1457 2610,млъ|чаахѫ
4266,дроугь
260,кь
1549,дроугоу
692,бѣахѫ
66,бо
131 229 107 310,сь|тѧ|за|ѭште
57,сѧ
47,на
702,пѫті
292,кто
140,естъ
3077,болеі
15,і
2027,сѣдъ
5010,прігласі
604,оба
47,на
684,десѧте
15,і
120,рече
114,імъ
163,аште
4099,кьто
1213,хоштетъ
3955,старѣі
404,бъіті
55,да
273,бѫдетъ
590,вьсѣхъ
87 753,мь|неі
15,і
2748,всѣмъ
1937,слоуга
15,і
1526,пріемъ
1647,отрочѧ
1088,поставі
10,е
51,по
883,срѣдѣ
123,іхъ
15,і
3900 286,объ|емъ
10,е
120,рече
114,імъ
182,іже
163,аште
431,едіно
244 1396,тако|въііхъ
681 796,отро|чѧтъ
1732,пріемлетъ
39,въ
385,імѧ
278,мое
142,мѧ
1732,пріемлетъ
16,а
182,іже
142,мѧ
1732,пріемлетъ
46,не
227,мене
1732,пріемлетъ
68,нъ
3030 1324,посьла|въшааго
142,мѧ
255,отъвѣшта
119,емоу
1058,іоанъ
350,глѧ
1120,оучітелю
1973,відѣхомъ
3944,етера
3207,іменемъ
1263,твоімъ
4191 129,ізгонѧ|шта
1698,бѣсъі
182,іже
46,не
1133,ходітъ
51,по
4262,нась
15,і
17 18 2772 375,в|з|брані|хомъ
119,емоу
258,ісъ
41,же
120,рече
46,не
235 1362,бра|ніте
119,емоу
635,ніктоже
66,бо
140,естъ
182,іже
1484,сътворітъ
1337,сілѫ
11,о
1525,імені
3152,моемъ
15,і
4860,възможетъ
60,вь
468 76,ско|рѣ
2372 192 1300,зьло|сло|віті
142,мѧ
182,іже
66,бо
481,нѣстъ
47,на
138,въі
51,по
449,васъ
140,естъ
182,іже
66,бо
163,аште
2836 1815,напо|ітъ
138,въі
2292,чашѫ
1158,водъі
39,въ
385,імѧ
86,ѣко
8 70,х|ві
805,есте
1884,амінъ
223,глѭ
207,вамъ
46,не
1406,погоубітъ
3295 213,мьз|дъі
1098,своеѧ
3901,поем
258,ісъ
604,оба
47,на
684,десѧте
2109,оученіка
1410,своѣ
1037,начѧтъ
114,імъ
112,гла
234,еже
1216,хотѣаше
404,бъіті
119,емоу
86,ѣко
75,се
394 922 44,въс|ході|мъ
39,въ
2227 1207,іер|лмъ
15,і
325,снъ
269 1152,чл|чскъі
3003,прѣданъ
273,бѫдетъ
3392,архіереомъ
15,і
3464 1475,кьніжь|нікомъ
15,і
1167 457,осѫ|дѧтъ
15,і
47,на
1028 38,съмръ|тъ
15,і
4324,прѣдадѧтъ
15,і
1287 313,ѧз|комъ
15,і
3102 241,порѫга|ѭтъ
57,сѧ
119,емоу
15,і
4468 4124,оуте|пѫтъ
15,і
15,і
11 36 154 241,о|п|лю|ѭтъ
15,і
15,і
3079,оубіѭтъ
15,і
15,і
3170,треті
1168,денъ
4328,въскръснетъ
15,і
319,прѣдъ
409,німъ
3881,ідете
3815,іѣковъ
1058,іоанъ
560,сна
4135,зеведеова
556,глѭште
119,емоу
1120,оучітелю
445 59,хоште|вѣ
55,да
441,егоже
490 59,просі|вѣ
58,ті
55,да
131 1680,сь|творіші
2174,нама
258,ісъ
41,же
120,рече
202,іма
411,чьто
445 116,хоште|та
55,да
2300,сътворѭ
2102,вама
832,она
41,же
2076,рѣсте
119,емоу
1604,даждъ
2174,нама
55,да
358,едінъ
11,о
1373,деснѫѭ
523,тебе
15,і
358,едінъ
11,о
4493,шоуѭ
523,тебе
57 63 59,сѧ|де|вѣ
39,въ
2014,славѣ
1659,твоеі
258,ісъ
41,же
120,рече
202,іма
46,не
59 118,вѣ|ста
57,сѧ
1122,чесо
1519 129,просѧ|шта
333 116,може|та
61,лі
1252,піті
2292,чашѫ
1100,ѭже
4609,аз
4425,піѭ
61,лі
815 84 1035,кр|ште|ніемъ
2080,імъже
582,азь
815 3481,кр|штаѭ
4638,крсті
57,сѧ
832,она
41,же
2076,рѣсте
333 59,може|вѣ
4023,ісь
41,же
120,рече
202,іма
2292,чашѫ
180,оубо
1100,ѭже
582,азь
4425,піѭ
98 170 2727,іс|пі|ета
15,і
815 84 1035,кр|ште|ніемъ
2080,імъже
582,азь
815 3481,кр|штаѭ
4638 116,крсті|та
57,сѧ
16,а
234,еже
122 115,сѣ|сті
11,о
1373,деснѫѭ
227,мене
15,і
11,о
4493,шоуѭ
3441,нѣсть
343,мьнѣ
645,даті
68,нъ
2080,імъже
939 69,оуготова|но
140,естъ
1243,слъішавъше
41,же
3103,десѧть
2623,начѧшѧ
426 2715,него|доваті
11,о
910 59,іѣко|вѣ
15,і
520 96,іоа|нѣ
258,ісъ
41,же
78 2370 60,прі|зьва|вь
23,ѧ
112,гла
114,імъ
890,вѣсте
86,ѣко
4388 601,мьнѧ|штеі
57,сѧ
3918,власті
1287 130,ѧз|къі
37 4547,оу|стоѧтъ
114,імъ
15,і
267 173,велі|ці
123,іхъ
4156 241,облада|ѭтъ
792,імі
46,не
830,такожде
140,естъ
39,въ
449,васъ
68,нъ
182,іже
163,аште
1213,хоштетъ
294 601,вѧ|штеі
404,бъіті
39,въ
2403,вась
55,да
273,бѫдетъ
840 44,въсѣ|мъ
1937,слоуга
16,а
182,іже
163,аште
1213,хоштетъ
404,бъіті
39,въ
449,васъ
3955,старѣі
55,да
4077,бѫдет
2748,всѣмъ
4421,рабь
1383,ібо
325,снъ
269 1152,чл|чскъі
46,не
338,пріде
55,да
1967 1579,послоу|жѧтъ
119,емоу
68,нъ
55,да
1967 1124,послоу|жітъ
15,і
645,даті
772,дшѫ
554,своѭ
631 2997,ізба|вленіе
107,за
706,многъі
3464 2804,кьніжь|нікь
1245,етеръ
3448,прістѫпль
260,кь
925,ісоу
995,въпросі
15,і
1678,каѣ
140,естъ
1919,заповѣдь
505 59 1050,пръ|вѣ|іші
590,вьсѣхъ
258,ісъ
41,же
255,отъвѣшта
119,емоу
86,ѣко
505 59 1050,пръ|вѣ|іші
590,вьсѣхъ
1149 15,заповѣді|і
617,слъіші
144 154,із|лю
300,гь
189,бъ
1289,нашъ
300,гь
358,едінъ
38,тъ
140,естъ
15,і
1842 106,възлюбі|ші
152,га
193,ба
435,своего
751,вьсѣмъ
822 1067,срд|цемъ
607,своімъ
15,і
3519,вьсеѭ
3250,дшеѭ
2139,своеѭ
495,сіі
505 59 1050 15,пръ|вѣ|іші|і
590,вьсѣхъ
1149 15,заповѣді|і
1694 53 32,въто|ра|ѣ
4743,подобьна
444,еі
2192 106,вьзлюбі|ші
98 349 2030,іс|кръ|нѣаго
435,своего
86,ѣко
15,і
548,самъ
57,сѧ
4579,больші
75 6,се|ю
1449,іна
583 95,заповѣ|дъ
481,нѣстъ
15,і
120,рече
119,емоу
3464 301,кьніжь|нікъ
800,добрѣ
1120,оучітелю
39,въ
731,істінѫ
1390,глеші
86,ѣко
358,едінъ
140,естъ
15,і
481,нѣстъ
1767,іного
1908,развѣ
402,того
15,і
234,еже
500 58,любі|ті
15,і
2748,всѣмъ
822 1067,срд|цемъ
15,і
751,вьсѣмъ
299 1773,разоу|момъ
15,і
1085 2,въсе|ѭ
3250,дшеѭ
15,і
1347 2,все|ѭ
1812 650,крѣпо|стіѭ
15,і
234,еже
500 58,любі|ті
4214 2030,іскрь|нѣаго
586,акъі
868,себе
1529,боле
140,естъ
1085 54 221 152 10 1712 8,въсе|съ|жа|га|е|мъіі|х
2613 31 39,жрь|т|въ
258,ісъ
41,же
553,відѣвъ
15,і
86,ѣко
4398 69,съмъіслъ|но
255,отъвѣшта
120,рече
119,емоу
46,не
1093,далече
243,есі
74,отъ
393 361 16,цр|стві|а
1179,бжіѣ
15,і
635,ніктоже
46,не
984 148,съмѣ|аше
102,его
12,к
546,томоу
60 490 58,вь|просі|ті
15,і
474,отъвѣштавъ
258,ісъ
1223,оучѧ
766,глааше
39,въ
2498,цркві
280,како
1843,глѭтъ
3464 475,кьніжь|ніці
86,ѣко
62,хъ
325,снъ
33 2393,д|двъ
140,естъ
38,тъ
66,бо
120,рече
2564,дхмъ
4301,стъімъ
120,рече
300,гь
1154,гю
1598,моемоу
4104,сѣді
11,о
1373,деснѫѭ
227,мене
2161,дондеже
3636,положѫ
1984,врагъі
1013,твоѧ
51 126 69 111 10,по|дь|но|жі|е
1754,ногама
93 202,тво|іма
548,самъ
180,оубо
33 95,д|дъ
962 183,наріцае|тъі
152,га
74,отъ
1319,кѫдоу
325,снъ
119,емоу
140,естъ
15,і
1877,многъ
824,народъ
477 148,слоуша|аше
102,его
39,въ
209 169,сла|сть
1720,воіні
3665,імъше
296,іса
1636,вѣсѧ
15,і
47,на
4067,дворъ
260,кь
4410 4411,каіа|фѣ
234,еже
140,естъ
4066 110,прето|рь
15,і
3860 241,прізъіва|ѭтъ
17 145,в|сѫ
2183 176,спі|рѫ
15,і
1667 99,облѣ|шѧ
15,і
39,въ
109 3238 126,прѣ|прѫ|дь
15,і
3278,възложішѧ
47,на
104,нь
4020 502 71,съп|летъ|ше
328 1840,тръ|новъ
59 3910,вѣ|нець
15,і
2623,начѧшѧ
162 344 1129,цѣ|лъі|ваті
15,і
2572,радоуі
57,сѧ
3141,црю
2204,іюдеіскъ
15,і
141 2366,бі|ѣахѫ
15,і
51,по
4439,главѣ
328 650,тръ|стіѭ
15,і
36 154 1227,п|лю|ѣхѫ
47,на
104,нь
15,і
109 203 193 310,прѣ|гъі|ба|ѭште
4777,колѣна
2930 177,покланѣ|ахѫ
57,сѧ
119,емоу
15,і
246,егда
3102 99,порѫга|шѧ
57,сѧ
57,сѧ
119,емоу
4877 99,съвлѣ|шѧ
131,сь
426,него
109 3238 126,прѣ|прѫ|дь
15,і
1667 99,облѣ|шѧ
15,і
39,въ
1109,різъі
504,своѧ
15,і
144 1636,із|вѣсѧ
15,і
55,да
2553 850,распь|нѫтъ
15,і
15,і
107 2830,за|дѣшѧ
1577 979 251,мімо|грѧдѫ|штоу
351 159,ете|роу
3032,сімоноу
3473 96 43 210,курі|нѣ|ні|ноу
979 251,грѧдѫ|штоу
54,съ
2609,села
1603,оцоу
1236 12 125 9 826 324,але|к|са|н|дро|воу
15,і
159 19 11 324,роу|ф|о|воу
55,да
737 1597,възь|метъ
3992,крстъ
102,его
15,і
3718,прівѣсѧ
15,і
47,на
592,мѣсто
49 35 49 2072,го|л|го|ѳа
234,еже
140,естъ
131 763 1889,сь|каза|емо
581 161 52,кра|ніе|во
592,мѣсто
15,і
55 2366,да|ѣахѫ
119,емоу
1252,піті
11 18 87 82 69,о|з|мь|ре|но
845,віно
2534,онь
41,же
46,не
1308,пріѧтъ
15,і
665 211 104 71,рас|пе|нь|ше
15,і
2507 99,раздѣлі|шѧ
1109,різъі
102,его
2260 310,мета|ѭште
1616 4445,жрѣ|біѧ
11,о
276,нѧ
292,кто
411,чьто
737 137 31,възь|ме|т
103,бѣ
41,же
1448,годіна
4898 16,третіѣ|а
15,і
2622 57,распѧ|сѧ
15,і
15,і
103,бѣ
1282 161,напіса|ніе
1881,вінъі
102,его
4737,напісано
