3802,<wb>кьнігъі
189 361,<wb>гл|штѧ
736,<wb>еда
376,<wb>како
62,<wb>не
156 163 733,<wb>до|ста|нетъ
260,<wb>вамъ
39,<wb>і
5075,<wb>нам
1976,<wb>ідѣте
71,<wb>же
580,<wb>паче
150,<wb>къ
1541 1455,<wb>прода|ѭштіімъ
39,<wb>і
4065 54,<wb>коупі|те
436,<wb>себѣ
3732 55,<wb>ідѫшта|мъ
71,<wb>же
210,<wb>імъ
4065 32,<wb>коупі|т
416,<wb>пріде
4087,<wb>женіхъ
39,<wb>і
1689 2075,<wb>гото|въіѧ
4126,<wb>вънідѫ
75,<wb>съ
528,<wb>німъ
68,<wb>на
355 569,<wb>бра|кь
39,<wb>і
7769,<wb>затворенъі
821,<wb>бъішѧ
2002,<wb>двьрі
6830,<wb>послѣдъ
71,<wb>же
955,<wb>прідѫ
39,<wb>і
6637,<wb>прочѧѧ
4519,<wb>дѣвъі
189 361,<wb>гл|штѧ
300,<wb>гі
300,<wb>гі
1150 320,<wb>отвръ|зі
489,<wb>намъ
366,<wb>онъ
71,<wb>же
579,<wb>отъвѣштавъ
141,<wb>рече
681,<wb>амін
284,<wb>глѭ
260,<wb>вамъ
62,<wb>не
1726,<wb>вѣмъ
544,<wb>васъ
3334,<wb>бьдіте
222,<wb>оубо
99,<wb>ѣко
62,<wb>не
1271,<wb>вѣсте
713,<wb>дьне
122,<wb>ні
3214,<wb>часа
713,<wb>дьне
122,<wb>ні
3214,<wb>часа
56,<wb>въ
1602,<wb>ньже
423,<wb>снъ
2314,<wb>члчь
786,<wb>прідетъ
308,<wb>ѣкоже
112,<wb>бо
5772,<wb>члкь
221 560,<wb>от|ходѧ
2749,<wb>прізъва
1833,<wb>рабъі
599,<wb>своѧ
39,<wb>і
520,<wb>дастъ
210,<wb>імъ
3194,<wb>імѣніе
357,<wb>свое
5826,<wb>овомоу
520,<wb>дастъ
53,<wb>д
2708,<wb>талантъ
5826,<wb>овомоу
71,<wb>же
49,<wb>б
5826,<wb>овомоу
71,<wb>же
438,<wb>едінъ
1780 235,<wb>комоу|жде
1975,<wb>протівѫ
2755,<wb>сілѣ
1519,<wb>своеі
39,<wb>і
1334,<wb>отіде
600,<wb>абіе
1291,<wb>шедъ
71,<wb>же
6220,<wb>пріемъі
1313,<wb>пѧть
2129 133,<wb>талан|ть
596,<wb>дѣла
47,<wb>о
562,<wb>ніхъ
39,<wb>і
7145,<wb>пріобрѣте
4211,<wb>дроугѫѭ
1313,<wb>пѧть
2708,<wb>талантъ
964,<wb>такожде
39,<wb>і
227,<wb>іже
3760,<wb>дьва
7145,<wb>пріобрѣте
3279,<wb>дроугаѣ
3760,<wb>дьва
77,<wb>а
90 7398,<wb>прі|емъіі
438,<wb>едінъ
1291,<wb>шедъ
7768,<wb>раскопа
1403,<wb>землѭ
39,<wb>і
1841,<wb>съкръі
4073,<wb>сьребро
480,<wb>га
524,<wb>своего
67,<wb>по
1613,<wb>мнозѣ
71,<wb>же
4723,<wb>врѣмені
416,<wb>пріде
459,<wb>гь
1074,<wb>рабъ
1383,<wb>тѣхъ
39,<wb>і
190 591 230,<wb>сь|тѧ|за
70,<wb>сѧ
47,<wb>о
1866,<wb>словесі
190,<wb>сь
1047,<wb>німі
39,<wb>і
3767,<wb>прістѫпль
6220,<wb>пріемъі
44 194,<wb>п|ѧтъ
2708,<wb>талантъ
2573,<wb>прінесе
4211,<wb>дроугѫѭ
53,<wb>д
2708,<wb>талантъ
441,<wb>глѧ
300,<wb>гі
1313,<wb>пѧть
2708,<wb>талантъ
195,<wb>мі
313,<wb>есі
1598,<wb>далъ
39,<wb>і
121,<wb>се
4211,<wb>дроугѫѭ
1313,<wb>пѧть
2708,<wb>талантъ
5230 115 76,<wb>пріобрѣ|то|хъ
2678,<wb>імі
141,<wb>рече
71,<wb>же
144,<wb>емоу
459,<wb>гь
135,<wb>его
1788,<wb>добръі
3029,<wb>рабе
1521,<wb>благъі
39,<wb>і
4435 126,<wb>вѣр|не
47,<wb>о
2027,<wb>малѣ
165,<wb>бѣ
5173,<wb>вѣренъ
1251,<wb>надъ
823,<wb>многъі
374,<wb>тѧ
1774 3691,<wb>поста|влѭ
891 89,<wb>въні|ді
56,<wb>въ
1994,<wb>радость
480,<wb>га
524,<wb>своего
3767,<wb>прістѫпль
71,<wb>же
39,<wb>і
6220,<wb>пріемъі
971,<wb>дъва
2129 94,<wb>талан|та
141,<wb>рече
300,<wb>гі
971,<wb>дъва
2129 94,<wb>талан|та
195,<wb>мі
313,<wb>есі
7822,<wb>прѣдалъ
121,<wb>се
1096 17,<wb>дроуга|а
971,<wb>дъва
5230 115 76,<wb>пріобрѣ|то|хъ
268,<wb>іма
141,<wb>рече
71,<wb>же
144,<wb>емоу
459,<wb>гь
135,<wb>его
1788,<wb>добръі
3029,<wb>рабе
6876,<wb>вѣрънъі
47,<wb>о
2027,<wb>малѣ
165,<wb>бѣ
5173,<wb>вѣренъ
1251,<wb>надъ
823,<wb>многъі
374,<wb>тѧ
1774 3691,<wb>поста|влѭ
891 89,<wb>въні|ді
56,<wb>въ
1994,<wb>радость
480,<wb>га
524,<wb>своего
3767,<wb>прістѫпль
71,<wb>же
39,<wb>і
6220,<wb>пріемъі
438,<wb>едінъ
2708,<wb>талантъ
141,<wb>рече
300,<wb>гі
791 17 9,<wb>вѣдѣ|а|х
374,<wb>тѧ
99,<wb>ѣко
3311 13,<wb>жесто|к
313,<wb>есі
5772,<wb>члкь
4588,<wb>жьнѧ
773,<wb>ідеже
3106,<wb>нѣсі
2964 36,<wb>сѣа|л
39,<wb>і
2081 24,<wb>събіра|ѧ
6082,<wb>ѭдоуже
3106,<wb>нѣсі
4066 185 137,<wb>расто|чі|лъ
39,<wb>і
1576 92,<wb>оубоѣ|въ
70,<wb>сѧ
1291,<wb>шедъ
7766,<wb>съкръіхъ
2708,<wb>талантъ
462,<wb>твоі
56,<wb>въ
1100,<wb>землі
121,<wb>се
1287,<wb>імаші
357,<wb>свое
579,<wb>отъвѣштавъ
71,<wb>же
459,<wb>гь
135,<wb>его
141,<wb>рече
144,<wb>емоу
6003 16,<wb>зьлъі|і
3029,<wb>рабе
39,<wb>і
486 60 648,<wb>лѣ|ні|въіі
2401,<wb>вѣдѣаше
99,<wb>ѣко
1242 1309,<wb>жь|нѭ
773,<wb>ідеже
62,<wb>не
2964 92,<wb>сѣа|въ
39,<wb>і
2081 3,<wb>събіра|ѭ
6082,<wb>ѭдоуже
62,<wb>не
4066 185 9,<wb>расто|чі|х
3328,<wb>подобааше
323,<wb>ті
222,<wb>оубо
7878,<wb>въдаті
40 2233,<wb>с|ребро
346,<wb>мое
1026 7027,<wb>тръ|жьнікомъ
39,<wb>і
872,<wb>прішедъ
290,<wb>азъ
2698 36,<wb>възѧ|л
5599,<wb>бімъ
357,<wb>свое
75,<wb>съ
7532 2378,<wb>ліх|воѭ
6234,<wb>възьмѣте
222,<wb>оубо
84,<wb>отъ
513,<wb>него
2708,<wb>талантъ
39,<wb>і
2079,<wb>дадіте
4185,<wb>імѫштоумоу
3467,<wb>десѧть
2129 133,<wb>талан|ть
4185,<wb>імѫштоумоу
112,<wb>бо
220 23 79,<wb>ве|с|де
2837,<wb>дано
362,<wb>бѫдетъ
77,<wb>а
221,<wb>от
62,<wb>не
5171,<wb>імѫштааго
39,<wb>і
295,<wb>еже
402 846,<wb>мъ|нітъ
70,<wb>сѧ
1492,<wb>імъі
39,<wb>і
176,<wb>то
2698 115,<wb>възѧ|то
362,<wb>бѫдетъ
221,<wb>от
513,<wb>него
39,<wb>і
62 5617 2174,<wb>не|ключі|мааго
1322,<wb>раба
7788,<wb>въвръзѣте
56,<wb>въ
3721,<wb>тъмѫ
3645 383 7994,<wb>кромѣ|шть|нѭѭ
390,<wb>тоу
362,<wb>бѫдетъ
3526,<wb>плачь
39,<wb>і
7297 43,<wb>скрьжь|тъ
3876,<wb>зѫбомъ
317,<wb>егда
786,<wb>прідетъ
423,<wb>снъ
2314,<wb>члчь
56,<wb>въ
2236,<wb>славѣ
1519,<wb>своеі
317,<wb>егда
786,<wb>прідетъ
423,<wb>снъ
2314,<wb>члчь
56,<wb>въ
2236,<wb>славѣ
1519,<wb>своеі
39,<wb>і
481,<wb>вьсі
4191,<wb>стіі
4637,<wb>англі
75,<wb>съ
528,<wb>німъ
916,<wb>тогда
70 231,<wb>сѧ|детъ
68,<wb>на
6033,<wb>прѣстолѣ
1966,<wb>славъі
599,<wb>своѧ
39,<wb>і
7072,<wb>съберѫтъ
70,<wb>сѧ
1669,<wb>прѣдь
484,<wb>нь
1355,<wb>въсі
7917,<wb>ѧзці
39,<wb>і
3774 1768,<wb>разлѫ|чітъ
225,<wb>ѧ
1121,<wb>дроугъ
221,<wb>от
1096,<wb>дроуга
308,<wb>ѣкоже
3686,<wb>пастъірь
3774 266 2649,<wb>разлѫ|ча|ет
2070,<wb>овьцѧ
84,<wb>отъ
6219 74 383,<wb>козь|лі|шть
39,<wb>і
4911,<wb>поставітъ
2070,<wb>овьцѧ
47,<wb>о
1569,<wb>деснѫѭ
995,<wb>себе
77,<wb>а
6219 74 361,<wb>козь|лі|штѧ
47,<wb>о
4931,<wb>шоуѭ
916,<wb>тогда
1214,<wb>речетъ
774,<wb>црь
3545,<wb>сѫштіімъ
47,<wb>о
705 179,<wb>дес|нѫ
135,<wb>его
2791,<wb>прідѣте
1036 60,<wb>бл|ні
633,<wb>оца
563,<wb>моего
2576 270 410,<wb>наслѣ|доу|іте
7689,<wb>оуготованое
260,<wb>вамъ
6509 830,<wb>цре|ствіе
84,<wb>отъ
7256,<wb>съложеніѣ
3259,<wb>всего
975,<wb>міра
853 3280 76,<wb>възь|алка|хъ
112,<wb>бо
70,<wb>сѧ
39,<wb>і
6229,<wb>дасте
195,<wb>мі
1324,<wb>ѣсті
5652 86 675,<wb>въждѧ|да|хь
70,<wb>сѧ
39,<wb>і
4113 242,<wb>напоі|сте
226,<wb>мѧ
68 1055,<wb>на|гь
39,<wb>і
2048 242,<wb>одѣ|сте
226,<wb>мѧ
112 3531,<wb>бо|лѣхъ
39,<wb>і
3896 242,<wb>посѣті|сте
226,<wb>мѧ
56,<wb>въ
4739,<wb>темьніці
2852,<wb>бѣхъ
39,<wb>і
7429,<wb>прідосте
468,<wb>кь
437,<wb>мьнѣ
916,<wb>тогда
1353 304,<wb>отвѣшта|ѭтъ
144,<wb>емоу
2112 276,<wb>праведъ|ніі
1440,<wb>глште
300,<wb>гі
2170,<wb>когда
374,<wb>тѧ
2219,<wb>відѣхомъ
5824 145,<wb>алчѫ|шта
39,<wb>і
68 2432 454,<wb>на|троу|хомъ
178,<wb>лі
3566 145,<wb>жѧждѫ|шта
39,<wb>і
4113 454,<wb>напоі|хомъ
2170,<wb>когда
71,<wb>же
374,<wb>тѧ
2219,<wb>відѣхомъ
4330 102,<wb>странъ|на
39,<wb>і
7142 1093,<wb>въвѣ|сомъ
178,<wb>лі
5170,<wb>нага
39,<wb>і
2048 454,<wb>одѣ|хомъ
2170,<wb>когда
71,<wb>же
374,<wb>тѧ
2219,<wb>відѣхомъ
1591 102,<wb>боль|на
178,<wb>лі
56,<wb>въ
4739,<wb>темьніці
39,<wb>і
90 868,<wb>прі|домъ
468,<wb>кь
356,<wb>тебѣ
39,<wb>і
328 145 92,<wb>отъвѣшта|шта|въ
774,<wb>црь
1214,<wb>речетъ
3381,<wb>ім
681,<wb>амін
284,<wb>глѭ
2532,<wb>вам
1225,<wb>понеже
3192,<wb>сътворісте
2293,<wb>едіномоу
84,<wb>отъ
5529,<wb>малъіхъ
745,<wb>сіхъ
2044,<wb>братъ
1216,<wb>моіхъ
296 119 1592 9,<wb>ме|нь|шіі|х
437,<wb>мьнѣ
3192,<wb>сътворісте
916,<wb>тогда
1214,<wb>речетъ
39,<wb>і
3545,<wb>сѫштіімъ
47,<wb>о
4931,<wb>шоуѭ
135,<wb>его
1976,<wb>ідѣте
84,<wb>отъ
364,<wb>мене
4822 778,<wb>проклѧ|тіі
56,<wb>въ
894,<wb>огнь
4175,<wb>вѣчьнъіі
1328 139,<wb>оуготова|нъі
4726,<wb>діѣволоу
39,<wb>і
1264 1095,<wb>анг|лмъ
135,<wb>его
4517 76,<wb>възалка|хъ
112,<wb>бо
70,<wb>сѧ
39,<wb>і
62,<wb>не
6229,<wb>дасте
195,<wb>мі
1324,<wb>ѣсті
5652 3988,<wb>въждѧ|дахъ
70,<wb>сѧ
39,<wb>і
62,<wb>не
4113 242,<wb>напоі|сте
364,<wb>мене
348 1804,<wb>стра|ненъ
2852,<wb>бѣхъ
39,<wb>і
62,<wb>не
7142 242,<wb>въвѣ|сте
364,<wb>мене
68 28,<wb>на|г
39,<wb>і
62,<wb>не
2048 242,<wb>одѣ|сте
364,<wb>мене
1683 98,<wb>боле|нъ
39,<wb>і
56,<wb>въ
4739,<wb>темьніці
39,<wb>і
62,<wb>не
3896 242,<wb>посѣті|сте
364,<wb>мене
916,<wb>тогда
1353 304,<wb>отвѣшта|ѭтъ
144,<wb>емоу
39,<wb>і
323,<wb>ті
1440,<wb>глште
300,<wb>гі
2170,<wb>когда
374,<wb>тѧ
2219,<wb>відѣхомъ
5824 145,<wb>алчѫ|шта
178,<wb>лі
3566 145,<wb>жѧждѫ|шта
178,<wb>лі
348 1542,<wb>стра|нна
178,<wb>лі
5170,<wb>нага
178,<wb>лі
6394 102,<wb>бол|на
178,<wb>лі
56,<wb>въ
4739,<wb>темьніці
39,<wb>і
62,<wb>не
7763 454,<wb>послоужі|хомъ
356,<wb>тебѣ
916,<wb>тогда
328 255,<wb>отъвѣшта|етъ
210,<wb>імъ
441,<wb>глѧ
681,<wb>амін
284,<wb>глѭ
260,<wb>вамъ
1225,<wb>понеже
62,<wb>не
3192,<wb>сътворісте
814 172,<wb>едіно|мо
221,<wb>от
745,<wb>сіхъ
296 119 1592 9,<wb>ме|нь|шіі|х
122,<wb>ні
437,<wb>мьнѣ
3192,<wb>сътворісте
39,<wb>і
4136,<wb>ідѫтъ
747,<wb>сіі
56,<wb>въ
6965,<wb>мѫкѫ
1102 602,<wb>вѣчь|нѫѭ
77,<wb>а
6935,<wb>праведьніці
56,<wb>въ
2702,<wb>жізнь
1102 602,<wb>вѣчь|нѫѭ
39,<wb>і
351,<wb>бъістъ
317,<wb>егда
6912,<wb>съконча
331,<wb>ісъ
1819,<wb>въса
1020,<wb>словеса
159,<wb>сі
141,<wb>рече
936,<wb>оученікомъ
725,<wb>своімъ
1271,<wb>вѣсте
99,<wb>ѣко
67,<wb>по
4112,<wb>двою
271 1760,<wb>дь|ню
2762,<wb>пасха
4651,<wb>бѫдет
39,<wb>і
423,<wb>снъ
2314,<wb>члчь
3270,<wb>прѣданъ
362,<wb>бѫдетъ
68,<wb>на
5925 11,<wb>распѧті|е
1271,<wb>вѣсте
99,<wb>ѣко
67,<wb>по
4112,<wb>двою
271 1760,<wb>дь|ню
2762,<wb>пасха
4651,<wb>бѫдет
39,<wb>і
423,<wb>снъ
2314,<wb>члчь
3270,<wb>прѣданъ
362,<wb>бѫдетъ
68,<wb>на
5925 11,<wb>распѧті|е
916,<wb>тогда
190 1917 110,<wb>сь|бьра|шѧ
70,<wb>сѧ
942,<wb>архіереі
39,<wb>і
4005,<wb>старці
1468 1928,<wb>людь|стіі
68,<wb>на
1526 21,<wb>дво|р
5168,<wb>архіереовъ
4725,<wb>наріцаемааго
4812 2347,<wb>каіа|фа
39,<wb>і
4999 110,<wb>сьвѣшта|шѧ
105,<wb>да
566,<wb>іса
639 767,<wb>ле|стіѭ
1177,<wb>імѫтъ
39,<wb>і
766 5651,<wb>оубі|ѭт
997,<wb>глаахѫ
71,<wb>же
484,<wb>нь
62,<wb>не
56,<wb>въ
1120 2586,<wb>праздь|нікь
105,<wb>да
62,<wb>не
2101 103,<wb>млъ|ва
362,<wb>бѫдетъ
56,<wb>въ
3565,<wb>людехъ
1073,<wb>ісоу
71,<wb>же
1252,<wb>бъівъшоу
56,<wb>въ
5694 276,<wb>віѳа|ніі
56,<wb>въ
756,<wb>домоу
2918,<wb>сімона
3752 482,<wb>прокаже|нааго
1073,<wb>ісоу
1252,<wb>бъівъшоу
56,<wb>въ
5694 276,<wb>віѳа|ніі
56,<wb>въ
156 14,<wb>до|м
1158,<wb>прістѫпі
468,<wb>кь
398,<wb>немоу
847,<wb>жена
3456,<wb>імѫшті
6297 103 1365,<wb>ала|ва|стръ
7983,<wb>мура
6703 213,<wb>драга|аго
39,<wb>і
262 1034,<wb>вьз|ліѣ
68,<wb>на
1512,<wb>главѫ
135,<wb>его
2960 324,<wb>възлежѧ|штоу
144,<wb>емоу
1137,<wb>відѣвъше
71,<wb>же
559,<wb>оученіці
135,<wb>его
513 4929,<wb>него|довашѧ
1440,<wb>глште
1316,<wb>чесо
368,<wb>раді
5308 5656,<wb>гъі|бѣль
159,<wb>сі
2250,<wb>можааше
112,<wb>бо
3564,<wb>муро
121,<wb>се
1541 85,<wb>прода|но
503,<wb>бъіті
68,<wb>на
1613,<wb>мнозѣ
39,<wb>і
2837,<wb>дано
4003 14,<wb>ніштіі|м
2654,<wb>разоумѣвъ
71,<wb>же
107,<wb>іс
141,<wb>рече
210,<wb>імъ
526,<wb>чьто
5394,<wb>троудъі
105 661,<wb>да|ете
2607,<wb>женѣ
1043,<wb>дѣло
112,<wb>бо
640,<wb>добро
7009,<wb>съдѣла
56,<wb>въ
437,<wb>мьнѣ
3828,<wb>вьсегда
112,<wb>бо
4724,<wb>ніштѧѧ
1048,<wb>імате
190,<wb>сь
246,<wb>мно
1391,<wb>собоѭ
364,<wb>мене
71,<wb>же
62,<wb>не
4870,<wb>въсегда
1048,<wb>імате
160 1034 794 33,<wb>въз|ліѣ|въші|ѣ
112,<wb>бо
747,<wb>сіі
3564,<wb>муро
121,<wb>се
68,<wb>на
817,<wb>тѣло
346,<wb>мое
68,<wb>на
6218,<wb>погребеніе
226,<wb>мѧ
261,<wb>сътворі
681,<wb>амін
284,<wb>глѭ
260,<wb>вамъ
773,<wb>ідеже
201,<wb>аште
1111 85,<wb>проповѣда|но
362,<wb>бѫдетъ
7898 4061,<wb>евн|гліе
121,<wb>се
81,<wb>вь
960 55,<wb>въсе|мъ
2060,<wb>мірѣ
1214,<wb>речетъ
70,<wb>сѧ
39,<wb>і
295,<wb>еже
261,<wb>сътворі
159,<wb>сі
56,<wb>въ
2766,<wb>памѧть
908,<wb>еѧ
916,<wb>тогда
1291,<wb>шедъ
438,<wb>едінъ
84,<wb>отъ
2328,<wb>обою
68,<wb>на
811,<wb>десѧте
2770,<wb>наріцаемъі
1667,<wb>іюда
5534 344,<wb>іскаріотъ|скъі
468,<wb>кь
3696,<wb>архіереомъ
141,<wb>рече
526,<wb>чьто
195,<wb>мі
1568,<wb>хоштете
1288,<wb>даті
39,<wb>і
695,<wb>азь
260,<wb>вамъ
444 285,<wb>прѣда|мъі
39,<wb>і
609,<wb>оні
71,<wb>же
5165,<wb>поставішѧ
144,<wb>емоу
65,<wb>г
40 1529 101 2586,<wb>с|реб|ръ|нікь
39,<wb>і
84,<wb>отъ
1749,<wb>толі
3368,<wb>іскааше
5483,<wb>подобьна
517 206,<wb>врѣ|ме
62,<wb>не
105,<wb>да
39,<wb>і
444 214,<wb>прѣда|сть
105,<wb>да
39,<wb>і
1419,<wb>прѣдастъ
56,<wb>въ
4922,<wb>пръвъіі
71,<wb>же
2121,<wb>денъ
7688 148,<wb>опрѣснъ|къі
2558,<wb>прістѫпішѧ
559,<wb>оученіці
468,<wb>кь
1449,<wb>ісві
654,<wb>глѭште
4118,<wb>кьде
1178,<wb>хоштеші
39,<wb>і
1328 389,<wb>оуготова|емъ
356,<wb>тебѣ
1324,<wb>ѣсті
2202,<wb>пасхѫ
366,<wb>онъ
71,<wb>же
141,<wb>рече
1976,<wb>ідѣте
56,<wb>въ
698,<wb>градъ
468,<wb>кь
428 118,<wb>ді|нѣ
39,<wb>і
3487,<wb>рьцѣте
144,<wb>емоу
1899,<wb>оучітель
1561,<wb>глетъ
783,<wb>врѣмѧ
346,<wb>мое
5476,<wb>блізь
161,<wb>естъ
73,<wb>оу
614,<wb>тебе
2543,<wb>сътворѭ
2202,<wb>пасхѫ
190,<wb>сь
1222,<wb>оученікъі
5406,<wb>моімі
39,<wb>і
2579 110,<wb>сьтворі|шѧ
559,<wb>оученіці
308,<wb>ѣкоже
449,<wb>повелѣ
210,<wb>імъ
331,<wb>ісъ
39,<wb>і
6481,<wb>оуготовашѧ
2202,<wb>пасхѫ
5187,<wb>вечероу
71,<wb>же
6838 358,<wb>бъівь|шоу
5823,<wb>възлеже
331,<wb>ісъ
75,<wb>съ
2868,<wb>обѣма
68,<wb>на
811,<wb>десѧте
286 59 282,<wb>оучені|ко|мѧ
39,<wb>і
5375,<wb>ѣдѫштемъ
210,<wb>імъ
128 8,<wb>ре|ч
2099,<wb>амінъ
284,<wb>глѭ
260,<wb>вамъ
99,<wb>ѣко
438,<wb>едінъ
84,<wb>отъ
544,<wb>васъ
1419,<wb>прѣдастъ
226,<wb>мѧ
39,<wb>і
5015 91,<wb>скръбѧ|ште
760,<wb>зѣло
3606,<wb>начѧсѧ
1375,<wb>глаті
144,<wb>емоу
438,<wb>едінъ
468 1630,<wb>кь|ждо
299,<wb>іхъ
736,<wb>еда
695,<wb>азь
568,<wb>есмъ
300,<wb>гі
366,<wb>онъ
71,<wb>же
579,<wb>отъвѣштавъ
141,<wb>рече
4190 4076,<wb>омо|чіі
75,<wb>съ
1558,<wb>мноѭ
56,<wb>въ
6397 104,<wb>солі|лѣ
1085,<wb>рѫкѫ
157,<wb>тъ
226,<wb>мѧ
1419,<wb>прѣдастъ
423,<wb>снъ
71,<wb>же
2314 1258,<wb>члчь|скъіі
1861,<wb>ідетъ
308,<wb>ѣкоже
161,<wb>естъ
2141,<wb>пісано
47,<wb>о
590,<wb>немь
1364,<wb>горе
71,<wb>же
3593,<wb>члкоу
650,<wb>томоу
2523,<wb>імъже
423,<wb>снъ
2314,<wb>члчь
3270,<wb>прѣданъ
362,<wb>бѫдетъ
5665,<wb>добрѣе
144,<wb>емоу
453,<wb>бі
3801,<wb>бъіло
201,<wb>аште
453,<wb>бі
62,<wb>не
6432,<wb>роділъ
70,<wb>сѧ
5772,<wb>члкь
157,<wb>тъ
579,<wb>отъвѣштавъ
1667,<wb>іюда
5164,<wb>прѣдаѧі
135,<wb>его
141,<wb>рече
736,<wb>еда
290,<wb>азъ
568,<wb>есмъ
1302,<wb>оучітелю
130,<wb>гла
144,<wb>емоу
288,<wb>тъі
141,<wb>рече
5375,<wb>ѣдѫштемъ
71,<wb>же
210,<wb>імъ
1729,<wb>пріемъ
331,<wb>ісъ
831,<wb>хлѣбъ
1036 23 383,<wb>бл|с|шть
127 4167,<wb>прѣ|ломь
39,<wb>і
4329,<wb>даѣше
936,<wb>оученікомъ
725,<wb>своімъ
39,<wb>і
141,<wb>рече
4604,<wb>пріімѣте
7440,<wb>ѣдіте
121,<wb>се
161,<wb>естъ
817,<wb>тѣло
346,<wb>мое
39,<wb>і
1729,<wb>пріемъ
2551,<wb>чашѫ
1643,<wb>хвалѫ
4222,<wb>въздавъ
520,<wb>дастъ
210,<wb>імъ
441,<wb>глѧ
303 410,<wb>пі|іте
84,<wb>отъ
2861,<wb>неѧ
481,<wb>вьсі
121,<wb>се
161,<wb>естъ
2414,<wb>кръвь
556,<wb>моѣ
298 1314,<wb>но|вааго
6026,<wb>завѣта
6839,<wb>проліваема
171,<wb>за
237,<wb>въі
56,<wb>въ
405 3313,<wb>оста|вленіе
3688,<wb>грѣхомъ
284,<wb>глѭ
71,<wb>же
260,<wb>вамъ
99,<wb>ѣко
62,<wb>не
2661,<wb>імамь
2061,<wb>піті
1303,<wb>юже
84,<wb>отъ
387,<wb>сего
1552,<wb>плода
874 312 482,<wb>ло|зь|нааго
156,<wb>до
485,<wb>того
713,<wb>дьне
317,<wb>егда
5481,<wb>піѭ
75,<wb>съ
1805,<wb>вамі
298 180,<wb>но|вь
56,<wb>въ
7260,<wb>црствіі
633,<wb>оца
563,<wb>моего
39,<wb>і
7683 340,<wb>въспѣ|въше
2820,<wb>ізідѫ
56,<wb>въ
1735,<wb>горѫ
5050 10 1339,<wb>елео|н|скѫ
916,<wb>тогда
130,<wb>гла
210,<wb>імъ
331,<wb>ісъ
1355,<wb>въсі
237,<wb>въі
190 4260 1125 54,<wb>сь|бла|зні|те
70,<wb>сѧ
47,<wb>о
437,<wb>мьнѣ
81,<wb>вь
1732,<wb>сіѭ
1524,<wb>ношть
2141,<wb>пісано
112,<wb>бо
715,<wb>есть
2937 834,<wb>пора|жѫ
2184 96,<wb>пастъі|рѣ
39,<wb>і
4514 491,<wb>разі|дѫтъ
70,<wb>сѧ
7192 363,<wb>ове|ць
305 86,<wb>ста|да
67,<wb>по
3768 276,<wb>въскръсе|ніі
71,<wb>же
3468,<wb>моемъ
152 1013,<wb>ва|рѭ
237,<wb>въі
237,<wb>въі
56,<wb>въ
1703,<wb>галілеі
579,<wb>отъвѣштавъ
71,<wb>же
818,<wb>петръ
141,<wb>рече
144,<wb>емоу
201,<wb>аште
39,<wb>і
481,<wb>вьсі
190 4260 19 375 32,<wb>сь|бла|з|нѧ|т
70,<wb>сѧ
47,<wb>о
356,<wb>тебѣ
77,<wb>а
695,<wb>азь
1770,<wb>ніколіже
62,<wb>не
3609 1309,<wb>съблаж|нѭ
70,<wb>сѧ
141,<wb>рече
144,<wb>емоу
331,<wb>ісъ
681,<wb>амін
284,<wb>глѭ
356,<wb>тебѣ
99,<wb>ѣко
81,<wb>вь
1732,<wb>сіѭ
3676,<wb>ноштъ
536,<wb>прѣжде
2238,<wb>даже
4439,<wb>коуръ
62,<wb>не
2802 32,<wb>възгласі|т
1188,<wb>трі
2827,<wb>кратъі
221 852 116,<wb>от|връже|ші
70,<wb>сѧ
364,<wb>мене
130,<wb>гла
144,<wb>емоу
818,<wb>петръ
201,<wb>аште
3685 1768,<wb>клю|чітъ
195,<wb>мі
70,<wb>сѧ
75,<wb>съ
1238,<wb>тобоѭ
4328,<wb>оумьрѣті
62,<wb>не
1150 540,<wb>отвръ|гѫ
70,<wb>сѧ
614,<wb>тебе
964,<wb>такожде
39,<wb>і
1355,<wb>въсі
559,<wb>оученіці
510,<wb>рѣшѧ
916,<wb>тогда
416,<wb>пріде
190,<wb>сь
1047,<wb>німі
331,<wb>ісъ
81,<wb>вь
1285,<wb>весь
1105 5618,<wb>наріцае|мѫѭ
3635 188 129 143 60,<wb>ге|дь|сі|ма|ні
39,<wb>і
130,<wb>гла
936,<wb>оученікомъ
70 382,<wb>сѧ|дѣте
390,<wb>тоу
1315,<wb>доньдеже
1291,<wb>шедъ
3316 500,<wb>пом|лѭ
70,<wb>сѧ
2285,<wb>тамо
39,<wb>і
5107,<wb>поемъ
2094,<wb>петра
39,<wb>і
740,<wb>оба
3267,<wb>снъі
4513,<wb>зеведеова
1194,<wb>начѧтъ
1460 205 52,<wb>скръ|бѣ|ті
39,<wb>і
1311 3190,<wb>тѫ|жіті
916,<wb>тогда
130,<wb>гла
210,<wb>імъ
4512 280 102,<wb>пріскръ|бь|на
161,<wb>естъ
1490,<wb>дша
556,<wb>моѣ
156,<wb>до
190 1056 52,<wb>сь|мръ|ті
